MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
-0.94,-0.6,0.63,-0.65,-1.83,-10.96,1.55,-0.57,-0.26,-13.13,-5.98,10.58,-0.1,1.14,0.6,0.54,5.82,14.78,0
0.11,0,0.18,4.72,-2.32,8.57,-0.85,-1.02,0.49,14.7,-4.02,-1.63,-0.4,0.84,0.15,7.37,-8.83,0.62,0
-0.49,-0.9,-0.87,8.62,-18.43,11.5,-0.85,0.48,0.49,-2.39,2.32,3.26,0.5,1.44,1.5,4.93,1.42,-6.7,0
-0.34,-0.3,-0.27,-3.1,-3.78,-10.96,-1.15,-0.87,1.09,0.05,-12.81,17.91,-0.1,0.09,-1.65,-8.74,0.44,9.9,0
-0.64,-1.05,-0.27,2.28,5,11.5,0.5,-0.42,1.09,-7.27,-8.91,4.72,0.2,0.69,0,15.19,-5.9,-13.05,0
-0.66,1.37,-0.48,-11.96,2.05,112.38,0.58,1.24,-0.31,-15.76,3.29,40.18,-0.63,0.07,0.9,16.83,-0.09,-27.08,0
-0.81,-0.28,0.57,-19.29,6.93,-119.07,-0.62,0.19,-0.76,20.86,-16.25,18.2,-1.53,-0.38,1.05,-76.43,31.65,189.23,0
0.24,1.07,0.27,21.24,-25.29,-99.05,0.43,0.64,0.59,2.3,-29.92,-2.3,0.27,0.07,-0.6,91.54,16.51,-103.74,0
-0.66,0.62,-0.03,-9.03,13.77,47.92,-0.62,1.24,-0.31,-3.07,-2.08,-15.98,-1.53,0.67,-0.45,3.16,0.89,-14.38,0
0.39,0.77,0.12,-2.2,14.75,90.89,1.78,0.19,-1.81,-4.04,-0.13,14.3,1.02,1.57,-0.6,32.46,-0.58,-47.59,0
-0.81,0.47,-0.63,-40.77,46,35.72,0.88,0.64,0.29,23.3,19.4,34.8,-0.03,-0.83,0,9.02,-8.39,12.96,0
0.54,0.32,1.47,31.98,33.3,-38.5,-1.67,1.09,-1.36,2.3,59.44,-87.27,1.32,0.52,1.95,-53.48,7.24,24.68,0
0.54,1.07,-0.03,-27.59,21.09,77.22,-0.17,0.19,0.74,-20.64,21.35,-17.44,1.32,0.52,2.7,14.39,-22.06,-9.99,0
0.24,0.62,1.02,1.22,3.52,85.52,2.23,0.19,1.19,-2.58,17.93,83.63,0.57,0.07,3.45,16.34,-35.73,-7.55,0
-0.81,-0.28,0.12,-203.86,-354.39,258.37,0.13,0.94,0.74,217.15,-236.95,1008.38,2.22,0.52,4.5,-598.4,-27.92,566.67,0
-0.51,-0.28,0.57,-3.17,6.45,-6.27,-1.22,-0.11,-0.61,-3.55,-0.13,25.04,0.72,-0.83,0,-21.74,-2.04,2.71,0
1.89,-1.63,-0.93,3.17,16.21,-7.25,-1.07,0.19,0.44,19.39,1.33,0.62,0.42,-0.08,0,-8.07,-2.53,-0.22,0
0.54,-0.88,1.02,-3.17,-9.67,1.05,-0.77,-0.11,0.59,0.84,-1.11,-3.77,-0.78,0.97,-0.45,16.34,6.75,-26.59,0
0.39,0.47,-0.63,-6.59,-18.95,-26.29,-0.17,1.24,1.49,11.58,-3.06,11.86,1.32,-0.98,-0.9,-0.26,-6.44,2.22,0
-1.26,-0.28,0.87,0.24,-8.69,-13.6,1.18,0.64,-0.91,11.58,-1.6,-15,-0.33,0.97,1.05,14.88,5.77,11.01,0
-0.21,-1.33,-0.48,-6.1,1.07,146.07,0.13,-0.26,-0.31,-15.76,37.95,-98.98,0.27,0.07,0.15,15.85,10.65,2.71,0
-0.66,0.32,0.27,-5.13,-0.39,-8.72,0.43,-0.41,0.29,4.26,-6.97,-2.3,-0.03,0.67,1.05,-26.63,-3.51,-14.87,0
-0.66,0.32,-1.23,3.17,-3.32,-16.04,-0.02,-0.41,-0.61,-1.11,-13.8,34.32,-0.18,-0.23,0.9,14.88,-10.34,-9.01,0
-1.86,-0.13,-1.23,5.62,3.03,0.56,1.48,-1.01,-1.06,-0.14,-6.48,2.09,1.32,-0.23,0.15,-13.44,-3.02,-4.62,0
-0.06,-0.28,-1.08,-9.03,3.52,-5.3,-0.77,-0.41,-0.16,5.23,-1.6,-9.63,1.17,0.37,0,-7.09,3.82,9.05,0
0.84,0.02,0.12,3.17,4,53.3,-0.77,0.34,-0.16,-20.64,11.59,46.04,1.32,-1.28,0.9,29.53,-5.95,-40.75,0
-0.21,-0.58,-0.03,-6.59,-2.83,6.42,0.13,0.19,-0.31,-6.97,-3.55,6.97,0.72,-0.38,-0.75,12.44,-3.02,-11.46,0
-0.81,-0.73,0.87,10.01,-11.62,0.56,-0.47,0.34,-1.36,-3.07,-9.41,7.46,0.42,-1.13,0.75,-7.09,4.79,1.73,0
-0.06,0.47,-0.33,9.03,-5.27,-7.74,1.48,-1.31,0.44,-9.41,-5.5,7.46,-0.63,-0.23,0.9,-2.7,-4.97,9.54,0
-1.11,-0.13,-0.48,-7.08,-10.16,-16.04,0.13,0.19,0.44,1.33,10.61,-3.28,0.72,-1.58,-0.45,13.41,0.89,15.89,0
0.24,-0.58,-1.23,-4.15,2.54,-8.23,1.18,-0.86,-0.91,7.19,-8.43,12.83,0.42,0.37,1.05,10,-13.76,-14.38,0
-0.06,-0.28,1.62,-2.69,8.4,-15.06,1.18,0.64,-0.91,6.7,0.36,15.27,-0.93,0.52,0.15,-6.61,6.75,15.4,0
0.84,0.47,-0.33,-11.47,-0.39,9.84,-1.07,-0.26,0.74,-5.51,7.19,-37.95,1.17,0.67,0,10.97,-8.39,7.1,0
-0.21,-2.08,-0.03,-2.69,-5.76,6.42,-1.07,-0.26,0.44,11.58,-11.36,28.46,0.57,-0.68,0.15,19.76,-8.88,-41.24,0
0.24,-0.13,-1.23,-7.08,4.49,-0.9,-1.22,-0.41,0.29,-9.9,-4.53,1.11,-0.03,-0.38,2.1,10,12.12,14.42,0
-0.06,-0.73,-0.33,3.66,0.59,3,1.03,-1.01,-0.31,-2.09,12.56,5.02,-0.33,-0.08,-1.2,-6.12,0.89,-1.69,0
0.24,0.32,1.02,-1.71,1.56,-24.83,0.58,-1.01,-0.31,-3.07,-0.13,-3.28,0.72,0.37,-0.45,6.09,9.68,9.05,0
0.24,-0.88,0.72,0.73,-4.3,4.96,0.13,0.19,-0.76,9.63,-1.6,6.48,-1.38,0.52,0.9,-1.24,7.24,-17.31,0
0.39,-0.28,-0.33,13.92,3.52,-8.23,0.88,-1.16,0.59,-5.02,1.33,20.64,-0.18,0.07,0.45,-5.14,-1.55,-0.71,0
-0.21,0.62,-0.93,2.2,1.56,30.35,-1.37,0.19,-0.01,-4.04,11.1,-19.39,-0.33,0.37,-0.45,8.53,5.28,-14.38,0
-1.11,0.32,-0.48,-35.89,-2.83,3.49,0.13,-1.01,-1.06,-19.18,19.4,0.14,-0.78,-0.08,0,-5.14,13.1,29.56,0
0.24,0.62,0.72,15.38,19.63,11.3,-0.62,-0.26,-1.51,-2.09,2.31,1.11,0.57,0.07,0.15,-5.63,-7.9,-0.22,0
0.39,-0.28,0.57,-12.94,-3.81,-5.3,-1.22,0.64,-0.61,5.72,-2.08,-5.23,0.42,0.37,1.05,-14.42,1.38,2.22,0
-0.81,0.47,-0.33,-7.08,2.05,11.79,-0.77,-0.41,-0.61,-2.58,-8.92,-0.84,0.27,1.27,0.45,4.62,-1.55,-10.48,0
-0.51,-0.73,0.12,-20.75,3.03,-15.55,0.43,-0.11,-0.91,-1.6,13.54,0.14,-0.78,-0.38,0.75,1.21,6.26,-4.13,0
0.54,0.32,0.72,-5.62,2.54,-5.79,1.63,-0.86,1.04,6.21,-18.69,5.51,-0.18,-0.68,0.45,-13.44,-1.55,8.08,0
0.39,1.67,-1.08,2.2,6.93,-15.06,-0.47,-0.11,0.29,-13.32,3.29,5.51,1.32,-0.68,-0.9,7.55,-3.99,-19.27,0
-0.66,0.32,-0.03,-2.2,-2.83,-1.39,-0.77,-0.11,0.29,-8.93,-1.6,-1.82,-0.03,-0.38,0.75,0.72,0.4,-6.08,0
-0.21,-0.58,0.72,1.22,1.56,-6.27,-0.17,0.49,0.44,1.33,-1.6,-7.68,-0.78,-0.08,-0.75,2.18,8.21,-6.57,0
-0.21,-1.33,0.72,7.57,-2.83,-1.39,1.18,0.34,0.29,0.84,-5.99,3.55,0.27,-0.68,-1.35,6.09,6.26,-7.55,0
0.24,-0.88,-0.93,-3.66,-7.71,1.05,-0.62,-0.26,0.44,6.21,0.36,1.6,1.17,-0.38,1.8,4.14,-7.9,5.15,0
-0.81,0.77,0.12,-5.13,-6.25,1.54,-1.22,1.09,0.29,-0.14,-3.06,3.55,-0.03,1.42,-0.45,2.18,-9.37,-2.18,0
0.54,1.37,1.02,6.1,9.38,0.07,-0.77,0.64,-0.16,-8.44,10.12,-16.46,-0.63,-0.23,0.45,10.48,0.4,0.75,0
-1.11,1.37,-0.48,7.57,4,-2.37,-0.62,0.94,0.44,-4.53,3.29,11.37,1.17,0.67,0,8.04,-2.04,-5.11,0
-0.06,0.02,1.32,-9.52,-10.16,5.93,0.58,-0.56,-1.51,3.28,12.56,8.44,0.42,-0.08,-0.45,-0.75,4.31,3.19,0
-0.84,-0.19,-0.64,12.29,7.72,1.97,-0.72,0.37,1.11,3.13,6.87,-8.18,0.54,0.2,0.65,2.75,7.38,-0.21,0
-0.09,0.11,0.26,-1.87,7.24,-7.3,0.18,1.12,-0.69,0.2,22.98,-40.41,1.14,0.05,0.5,-18.74,13.24,18.34,0
0.21,1.16,-1.54,3.98,5.28,-2.42,-1.92,0.82,0.36,4.11,-1.44,-8.18,1.59,0.05,0.5,11.05,4.45,-5.58,0
1.41,-0.04,-1.24,0.08,-4.97,9.3,0.18,0.07,1.11,-1.75,1.49,-7.2,0.24,0.2,-0.1,-3.6,1.52,4.67,0
-0.69,-0.79,-0.79,-10.66,-4.97,-10.23,-0.42,-1.28,-0.54,-7.61,3.94,2.08,-0.21,-0.55,0.65,0.8,0.55,4.67,0
0.51,-0.04,0.41,4.47,-18.64,8.81,-2.22,1.12,-0.69,-5.66,-2.41,5.49,-0.36,-1.45,0.5,7.63,2.01,-6.56,0
-0.09,0.11,-0.64,-3.34,4.79,9.79,-1.02,-0.68,0.06,14.85,4.91,-11.11,0.39,0.5,0.05,4.21,-10.68,5.65,0
-1.14,-0.04,-0.34,-29.71,-51.85,189.47,-0.27,-0.38,-1.14,45.12,-33.66,-166.38,-0.81,0.8,0.05,-72.93,32.77,106.72,0
-1.59,0.71,-0.34,6.91,12.12,-23.91,-0.72,-0.23,-1.74,-11.03,11.75,-34.06,0.99,1.4,0.65,-9.46,9.82,5.65,0
0.36,-0.19,-0.19,3.01,-0.58,-3.89,-1.92,1.57,-0.69,8.01,1.98,5.49,-0.06,0.5,0.5,8.12,7.87,-0.21,0
-0.54,0.56,-0.19,7.89,11.63,1,-1.02,-1.13,-1.14,-1.26,11.26,2.08,-0.81,1.55,1.85,6.66,-2.87,-7.05,0
-0.24,-0.79,0.41,3.5,2.84,-0.47,0.18,-0.38,-1.14,1.18,4.91,2.08,1.59,-0.25,1.25,3.24,-6.29,5.16,0
-0.24,1.16,-0.04,11.8,11.14,3.93,0.18,0.82,-0.69,-3.71,8.82,7.45,-0.06,0.05,0.5,8.12,-5.8,9.07,0
-0.84,0.86,0.26,-6.27,3.82,4.41,0.33,0.97,-0.54,9.97,29.33,2.56,0.69,0.8,1.85,-4.09,-11.66,-3.14,0
0.51,0.71,0.71,2.52,8.21,0.51,0.78,0.22,0.21,-1.26,10.77,-12.57,-0.06,-1,1.25,3.73,0.06,2.72,0
0.21,0.41,0.71,-8.71,15.54,-1.93,0.18,-0.38,1.56,-8.1,24.93,0.12,-1.26,-0.25,0.5,7.63,-0.92,-0.21,0
1.86,-0.04,-0.79,6.91,15.05,4.9,1.23,0.52,2.16,8.5,21.51,15.75,0.24,1.4,0.65,1.77,-0.43,8.09,0
0.21,0.71,0.41,0.08,9.68,-4.86,1.53,0.52,2.16,-1.75,13.7,1.1,0.39,0.8,2.3,-2.13,-8.24,19.81,0
-0.54,0.11,0.56,23.03,11.63,78.14,2.13,-1.13,3.51,-6.15,24.44,6.47,0.24,-0.55,1.7,13,-3.85,-6.56,0
0.81,0.56,1.31,-13.11,20.42,-8.28,1.98,0.22,2.46,-7.61,31.77,-38.94,0.54,0.65,1.7,1.77,4.94,45.69,0
-0.84,0.56,0.26,125.08,-52.82,-94.71,0.93,-1.13,1.56,-86.71,83.04,59.2,-0.66,-0.1,-0.1,-239.93,21.54,16.88,0
0.51,-0.04,0.41,4.96,-12.78,11.74,0.18,0.37,1.56,17.78,2.96,-15.99,0.24,0.95,-1.9,22.77,9.82,-0.21,0
0.81,-0.19,-0.64,-3.34,0.4,-5.35,0.18,0.07,0.06,-9.57,2.47,-0.37,-0.06,-0.7,0.05,2.26,-5.31,12,0
-1.74,-0.19,0.56,3.98,-5.46,-1.45,0.78,0.97,-0.24,8.99,0.52,-0.85,1.59,1.85,0.5,1.77,2.01,-3.63,0
-1.14,0.41,-0.34,3.5,4.31,-4.37,0.78,0.22,0.21,0.69,-6.32,1.1,-1.56,0.05,-1.45,-5.06,-3.85,5.16,0
-1.14,-0.49,0.41,-0.41,-4.48,0.02,0.93,-0.38,-0.69,0.2,-12.18,-4.27,-0.36,0.05,1.55,-4.09,-0.43,11.02,0
0.21,0.71,-0.04,6.43,-1.06,-15.61,1.23,-0.23,-0.24,4.59,-11.69,-10.62,-0.66,0.2,0.65,-6.53,2.99,6.63,0
1.11,-0.19,0.56,-7.73,-0.58,15.64,0.78,0.22,0.21,-5.66,0.52,-5.25,0.24,-0.55,0.2,-5.55,11.29,3.21,0
-0.54,0.56,-0.19,0.08,5.77,-13.65,-0.72,-0.38,0.06,2.64,11.75,3.05,-0.21,0.2,-0.1,-13.36,3.96,8.09,0
-2.19,1.76,0.56,1.05,-1.55,9.79,-0.27,0.82,1.11,-8.1,10.77,-24.78,-0.21,-0.1,0.2,-9.46,0.55,4.67,0
-0.09,-0.64,0.26,3.98,18.47,21.99,0.18,-0.68,-0.69,1.18,-4.85,1.59,-0.06,-0.7,0.05,4.21,2.5,-17.79,0
0.96,1.16,-1.54,6.43,-24.99,10.27,0.48,-0.68,0.36,-8.1,3.94,-2.32,0.54,0.65,-0.1,-1.65,6.89,4.18,0
0.51,-0.04,-1.54,3.5,3.33,-0.96,0.48,1.87,1.11,-4.68,1.98,-24.78,1.59,0.5,-0.25,-8.97,-1.41,2.72,0
0.36,0.11,-0.64,-15.55,6.26,9.79,0.18,-0.38,0.81,3.13,2.96,-2.81,-0.21,-0.55,0.2,5.68,6.41,-6.56,0
-0.09,0.11,-1.39,-6.27,-12.78,2.95,-0.42,-1.28,1.41,-2.73,-2.9,0.61,0.24,0.2,0.65,-11.9,2.99,5.65,0
-0.54,-0.64,-1.84,-5.78,-12.78,5.39,-0.12,-2.03,0.21,-7.12,2.96,-5.25,0.99,-0.1,-0.1,-7.02,-5.31,0.77,0
-1.59,-0.49,-0.79,4.47,11.14,-12.19,-0.87,0.22,-0.24,3.62,3.94,-0.85,0.24,-0.1,-0.85,3.24,-5.8,11.02,0
-0.09,0.56,-0.19,-2.36,2.35,-2.91,1.38,-0.68,0.36,-3.71,-16.08,-1.34,1.14,-0.25,-0.7,1.77,0.55,7.11,0
-0.09,-0.64,-0.64,-7.73,-5.46,-11.7,1.38,0.37,0.36,-3.71,0.03,-9.16,-0.21,-0.1,-0.1,-2.13,0.06,15.9,0
0.21,-0.49,1.16,4.47,14.56,4.9,0.48,1.12,0.81,7.52,18.1,5.49,-1.56,0.05,-1,4.7,-4.82,-4.12,0
0.51,0.71,-1.24,-24.34,-7.41,4.9,-0.27,0.37,0.81,-2.73,-7.29,17.21,-0.36,1.1,-0.7,13,7.87,-4.12,0
-1.74,-0.94,0.26,-8.22,-3.99,6.86,1.38,1.57,0.81,-1.75,9.79,8.42,-0.06,-0.7,-0.7,7.63,-4.82,4.67,0
0.36,0.11,-0.64,5.45,-5.95,-5.84,-0.72,1.57,0.36,9.97,-1.44,3.54,-0.06,0.5,0.05,1.28,5.43,-0.7,0
-0.69,-0.04,-0.04,4.96,-0.58,-2.91,0.33,-0.53,-0.24,-12.5,-3.88,12.82,1.29,-0.55,0.65,1.77,-3.36,-6.07,0
-0.24,-0.04,0.41,2.52,15.54,-13.65,-0.72,1.12,1.56,1.67,-5.83,-13.06,-0.66,0.65,-0.1,-7.99,0.06,3.7,0
0.21,-0.04,-0.04,2.52,0.4,1.48,1.53,-0.53,-1.29,2.64,2.96,4.52,0.39,0.5,-0.7,1.77,-2.38,2.23,0
-0.69,1.16,0.71,12.77,3.33,8.81,0.48,-1.43,-0.39,-0.29,6.38,-11.11,0.39,-0.25,1.25,-3.11,0.55,-11.93,0
1.11,-0.19,-0.64,2.52,-5.46,4.9,1.38,-0.68,-1.14,3.62,-6.32,-6.23,-0.06,-0.25,0.05,-1.65,2.5,5.16,0
0.21,0.41,-1.24,2.03,-1.55,-14.63,-0.42,-0.53,0.96,-9.08,9.31,-3.3,0.39,0.5,-0.7,-5.55,-6.29,7.6,0
0.81,-0.19,-0.19,6.43,2.35,9.3,0.33,0.22,0.21,5.57,5.89,-16.48,0.24,-0.1,0.65,11.05,-7.27,-9.98,0
-0.55,-0.13,-0.66,-18.41,6.36,4.47,-0.85,-1.27,0.74,-0.82,11.16,-37.12,-0.79,-1.2,0.28,50.94,-32.85,-106.76,0
-0.7,1.67,-0.36,-17.43,2.94,-36.55,1.25,0.53,-1.21,-5.7,-5.93,2.92,0.56,-0.3,-0.17,6.02,14.02,14.82,0
-0.7,1.22,1.14,-5.71,-14.64,53.78,0.2,0.08,1.19,5.53,2.86,-11.24,-0.49,-0.3,-1.67,-5.7,7.68,15.31,0
0.35,0.32,0.99,-2.78,2.94,-23.85,-0.4,0.23,0.29,-2.77,-13.74,45.88,-1.54,-0.15,-0.02,-48.18,17.93,49,0
0.5,0.47,0.69,1.12,6.85,54.76,-0.25,0.08,0.14,-8.14,11.16,-15.64,0.41,0.6,-0.32,16.76,-7.46,-43.77,0
-0.55,1.82,0.24,2.59,11.24,76.25,0.05,0.23,0.29,-10.1,-19.6,103.99,0.41,0.6,0.73,16.27,-6,-32.54,0
0.35,1.07,-0.96,-12.55,-7.31,-36.55,0.8,-0.22,0.74,3.09,14.58,-110.85,-0.19,0.75,-0.17,-76.5,21.84,166.68,0
0.2,0.47,0.69,-8.15,-0.97,35.23,-0.4,0.98,0.29,-26.21,2.86,196.27,-0.19,0,-0.92,158.36,-52.87,-331.86,0
0.2,1.22,0.39,-11.08,18.56,21.07,1.25,0.23,1.79,1.62,5.79,-1.97,0.41,-0.15,-0.77,9.92,-5.51,-18.87,0
0.95,0.02,-0.36,-6.69,-5.85,11.79,1.7,-0.22,1.04,13.34,10.67,37.58,0.56,-0.3,-0.17,13.83,1.33,-25.21,0
-0.55,1.07,1.29,48.97,-5.36,-45.82,0.65,0.83,-0.61,-52.09,48.76,-76.19,-1.54,-0.6,0.28,-61.86,10.12,48.03,0
1.85,-0.28,2.34,-0.34,0.5,0.07,-0.85,0.23,-0.46,46.54,-9.35,-7.34,0.11,0.9,1.48,46.05,-22.11,-35.47,0
0.5,2.42,-0.81,-6.2,26.38,6.42,0.95,-0.37,1.64,-4.73,27.76,33.19,1.01,0,3.13,-23.28,4.26,27.52,0
-0.25,0.47,-0.81,-6.2,-0.48,-88.79,2.3,-0.37,0.89,1.62,22.39,61.02,0.56,0.45,2.68,-44.28,9.14,66.09,0
-0.1,0.62,0.24,-343.6,-396.47,-196.22,0.35,-1.72,1.49,-1617.52,1356.87,1006.76,0.26,-0.3,4.18,1076.82,141.46,647.64,0
0.5,0.92,-0.06,4.05,2.45,-8.23,-0.4,0.98,-0.91,4.06,6.77,-43.47,0.86,0.9,-0.77,-13.52,5.72,31.91,0
-0.1,-0.13,0.99,-4.74,-2.92,-24.34,0.65,0.08,0.14,5.04,-4.95,-5.87,-0.49,-1.8,0.88,3.57,-2.58,10.43,0
0.2,-0.28,-0.81,5.52,4.4,0.07,1.4,0.08,0.14,-2.29,6.28,-8.32,0.56,0,-0.62,-7.66,9.14,14.34,0
