MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
0.7,0,-0.95,-0.07,-11.51,5.26,-0.52,-0.14,-0.37,1.1,-0.63,-3.67,-0.25,-0.01,0.87,1.14,4.71,1.69,0
-0.35,-0.6,1.6,3.35,-0.28,-6.46,-0.07,-0.14,-0.67,2.08,3.27,-4.15,0.2,0.89,1.02,2.11,1.78,4.13,0
0.1,0.45,0.1,-4.46,-3.21,-0.6,-0.67,-0.29,0.98,2.08,-8.94,2.19,-0.85,0.44,0.42,0.16,1.29,0.71,0
1,1.35,0.1,0.91,14.37,9.65,0.08,0.46,-0.82,2.57,-10.89,-6.11,0.65,-0.61,0.72,-4.23,5.69,-9.05,0
0.7,-1.2,-0.2,7.75,12.42,-11.83,-0.07,-0.14,-1.87,-7.2,0.34,-7.08,0.65,0.89,-0.03,3.09,-1.15,9.01,0
-1.1,0.45,-0.35,6.77,2.65,-5.48,-0.97,0.31,-1.12,-4.76,4.25,6.1,0.2,-0.61,0.42,3.09,-4.08,3.15,0
1.3,-0.3,-0.35,-0.56,-0.77,3.79,0.38,0.31,0.08,-5.73,1.81,-1.22,-0.7,1.04,-0.63,-3.75,1.29,-2.71,0
-0.35,-0.3,-0.8,-10.81,8.51,5.75,-0.07,-0.14,-0.37,9.89,-1.61,-8.06,-0.1,0.14,0.72,11.39,1.78,-0.26,0
-0.5,0,-0.2,-7.39,7.05,8.68,-0.07,0.61,0.08,0.13,3.76,-10.01,0.5,-0.01,0.12,-2.28,5.2,7.55,0
-0.5,-0.9,0.25,3.84,-6.14,-8.41,-0.07,1.36,-0.67,-2.31,-2.1,5.12,-0.1,0.44,-1.08,8.95,8.13,-3.68,0
-1.4,-1.95,-0.2,-4.46,-1.74,0.38,0.68,0.31,-0.67,4.03,-0.15,1.71,1.25,0.59,-0.63,4.07,6.67,-3.68,0
-0.05,0,0.25,8.72,8.51,-2.55,0.38,-0.89,-0.37,0.62,-8.94,-3.18,-1.3,-0.91,0.42,3.58,11.55,-2.22,0
1.15,0,-1.4,4.33,-6.63,0.38,-0.52,0.31,-0.37,9.89,-9.91,-2.69,-1.15,-0.76,-0.93,-1.79,3.74,-10.52,0
-0.35,0.15,-0.35,-0.56,-14.44,-1.09,0.08,0.46,-0.07,4.03,-0.15,-0.25,0.2,0.14,-1.53,7.97,9.11,6.57,0
1.15,0,-0.5,0.42,-13.46,6.24,0.38,-0.14,0.38,5.01,0.83,-2.69,-0.25,1.04,0.12,4.07,1.29,-4.17,0
1,-1.05,-0.8,-2.51,9.49,-1.09,-0.37,0.46,-0.07,5.5,-6.49,-6.11,0.5,1.34,0.12,-5.7,1.78,-4.66,0
-0.35,0.15,-0.35,-3.97,-6.14,-2.07,-0.97,-0.44,0.38,-9.15,4.74,-1.22,0.8,0.59,0.57,1.63,5.69,-4.66,0
1.3,0.9,-0.8,-0.07,9.98,1.35,0.53,0.46,-1.27,-5.73,-2.1,1.71,-1.75,0.44,0.42,-2.28,-1.64,-0.26,0
-0.5,0,-0.2,-4.95,-5.65,4.28,0.08,-0.29,0.23,-6.71,-0.15,5.61,-0.85,-0.91,-0.33,-7.16,-6.03,-0.26,0
-0.05,1.05,-0.95,-3,-3.7,-6.46,0.68,-0.44,0.08,-7.2,-1.61,14.4,0.05,-0.46,-0.93,6.51,-2.12,-0.26,0
-1.1,0.15,0.4,6.28,-3.7,-5.97,1.13,-0.44,-1.12,-12.57,12.55,9.52,0.05,0.29,-0.63,4.55,7.64,1.2,0
1,0.9,0.4,-0.56,-1.25,2.82,0.98,0.46,-0.07,6.96,9.62,-10.99,-1.15,-0.46,0.87,-4.72,-1.64,6.08,0
0.25,0,-0.2,2.37,3.14,5.26,-0.37,-0.29,-0.52,-8.66,10.6,6.1,-0.55,-0.91,1.02,2.6,-7.98,0.71,0
0.7,-0.45,-0.2,-4.46,-3.7,7.21,0.98,0.46,-0.82,3.06,-6.49,10.01,-0.85,1.94,0.42,-3.75,-3.1,-1.73,0
1.3,0.45,-1.1,6.28,-1.25,-1.09,-1.57,0.16,-0.82,5.01,0.83,10.98,-0.85,-0.61,0.72,4.07,-8.47,-2.71,0
-0.35,0.45,1.3,-2.51,7.53,4.77,-0.52,-0.14,-0.67,1.59,-4.54,-0.25,-0.55,0.14,-0.03,-7.65,-9.45,-9.54,0
-0.28,0.23,-1.26,1.44,0.22,-14.33,0.13,-0.38,-0.08,0.71,-0.16,-1.98,0.21,-0.37,-0.25,5.42,-2.04,2.55,0
0.47,1.43,0.84,-6.86,8.04,-6.51,-0.62,0.07,0.22,-0.27,-0.16,-7.35,-1.44,-0.07,-0.1,4.45,5.29,11.34,0
-0.88,0.08,-1.41,2.42,9.99,2.27,-0.32,-0.68,-1.28,7.05,-2.11,-1.49,0.66,-0.37,0.05,1.03,-4.97,5.48,0
-0.28,0.23,0.39,2.42,-0.75,11.06,-0.32,-0.38,0.67,2.66,2.77,6.81,-2.34,0.53,-0.55,2.98,0.89,3.53,0
0.47,1.43,0.39,-14.18,5.6,1.79,-0.47,-0.53,0.82,-8.57,11.07,7.79,0.81,-0.07,-1.6,7.38,20.91,4.51,0
1.22,-0.37,0.54,-17.11,9.5,-0.65,-0.47,1.27,0.82,-7.59,1.31,6.81,-0.69,-0.07,0.95,2.49,-4.48,-1.35,0
-0.28,-0.52,-0.06,6.81,4.13,-0.17,0.13,-0.68,-0.08,-0.76,10.09,3.88,-1.29,0.08,0.05,-3.85,5.29,-0.87,0
-1.18,-1.27,0.84,-1.97,-1.24,-9.44,-0.62,-0.68,0.97,-0.27,2.28,-6.86,0.81,-0.07,-0.1,-6.78,5.29,-3.8,0
-0.28,0.98,0.39,-0.02,8.53,32.55,1.18,-0.23,1.27,13.4,8.14,5.84,-0.69,-0.07,0.95,2.98,-1.06,-26.74,0
-0.28,0.98,1.14,19.02,31.47,17.41,1.03,0.07,0.22,-2.71,7.16,8.28,0.81,-0.07,1.7,2.49,-8.39,-40.91,0
-1.78,2.33,0.24,-6.37,13.41,40.36,-0.92,-0.98,0.07,-29.08,25.72,-11.74,0.81,0.53,1.4,85.01,-66.49,-219.62,0
1.22,0.08,-0.66,-5.39,-74.48,-369.8,0.13,-0.68,0.97,-114.53,46.72,-54.71,0.06,1.73,0.95,-289.01,68.27,328.24,0
0.77,1.28,-0.21,-6.37,-72.04,10.09,0.13,0.07,0.67,108.13,-111.98,-171.41,-0.54,0.38,0.05,9.82,83.9,468.37,0
0.32,0.08,-0.66,-54.22,54.42,78.45,-0.47,0.52,2.02,-26.15,102.38,72.24,0.51,0.98,-0.1,143.61,83.9,102.65,0
0.92,1.43,-0.36,-0.51,28.54,-5.54,-0.32,1.12,0.67,-28.1,29.14,4.86,0.51,2.03,0.65,-45.85,22.86,9.39,0
-0.13,1.58,0.99,6.33,17.31,-5.54,0.13,0.82,-0.53,-2.22,11.56,1.44,-0.09,1.13,0.05,-10.69,3.33,-3.31,0
-0.13,0.83,-1.71,6.33,20.73,30.11,-0.47,1.27,0.82,-12.97,22.3,-5.39,0.06,0.98,0.95,-21.92,16.52,6.46,0
-0.43,0.08,-0.96,9.74,12.92,-2.61,-0.47,-0.23,0.82,2.17,7.16,0.95,-0.09,0.83,0.8,-9.22,14.08,-12.58,0
0.17,1.43,0.39,14.63,21.71,-4.07,-0.47,0.22,0.07,0.71,11.56,3.4,-1.44,0.98,0.95,2.49,2.36,-11.12,0
-1.18,0.68,-0.06,15.12,15.85,-23.6,-0.62,-0.38,-0.08,12.43,16.93,-16.14,0.06,0.23,0.95,2.01,-0.57,-3.31,0
-0.43,0.83,0.24,5.84,28.06,-8.47,-0.62,0.82,0.67,1.68,15.47,2.91,0.21,0.38,0.8,7.38,0.89,-2.33,0
0.17,0.98,0.84,3.89,23.17,-32.88,-1.52,0.82,-1.28,7.05,12.05,9.25,-0.24,0.23,0.95,2.01,-6.43,-14.05,0
-0.43,0.38,-0.66,11.7,28.06,-24.09,-2.72,0.07,-0.08,10.96,-1.62,-8.32,0.21,0.83,0.8,-2.88,9.19,-20.4,0
-1.18,1.43,-0.06,7.79,38.8,-17.26,-2.12,1.27,-0.68,3.15,6.19,15.6,-0.09,0.38,0.5,5.91,-3.99,-37,0
-0.73,0.98,-0.81,-142.6,260.97,316.73,-0.92,-0.23,-0.68,-234.65,51.6,183.08,1.41,0.08,0.05,50.83,-11.32,-53.11,0
-0.28,-0.07,0.84,-294.45,57.84,-877.61,0.43,-0.53,-0.68,518.77,-1139.32,1009.68,-0.54,0.08,-0.25,1285.7,-284.75,-575.08,0
-0.73,0.23,1.59,-5.88,5.6,2.76,-0.92,-0.53,0.37,-3.69,-3.58,-2.95,0.51,-0.07,0.2,8.84,6.75,3.04,0
1.52,0.38,-0.66,9.26,10.48,4.72,-1.22,0.22,0.07,5.59,-5.04,-12.72,-0.24,-0.82,1.4,1.03,-6.92,-7.7,0
0.32,1.58,0.54,1.93,4.13,-0.17,-1.22,-0.23,-0.38,-2.22,-7,-8.81,-0.09,0.38,-0.25,-0.92,2.85,3.53,0
0.17,-0.52,-0.36,3.89,-2.71,4.72,-0.62,-0.68,-0.83,4.12,1.79,8.77,0.51,-0.07,1.4,-9.22,-18.64,9.88,0
-0.13,2.03,-0.96,-0.02,-7.59,9.11,0.43,0.52,0.07,-1.25,-1.62,7.3,-0.54,-0.37,0.05,-5.32,2.85,-4.77,0
-0.13,0.38,0.54,-6.86,-3.19,5.69,-0.02,-0.23,-0.68,2.17,1.79,-0.02,0.66,-0.37,0.5,1.52,-3.5,6.46,0
0.47,-0.07,-0.06,4.37,4.62,-7,-0.32,1.12,0.97,6.57,9.12,4.86,0.06,0.23,0.95,0.05,4.31,2.06,0
-1.33,-0.37,-0.21,-1.49,11.94,4.72,-0.32,-1.13,0.22,5.1,3.75,-11.25,0.66,-0.97,-0.25,-5.81,5.29,6.46,0
-0.43,1.28,-1.41,4.37,0.71,-8.47,-1.07,0.37,0.67,-14.92,-3.58,11.21,0.06,0.53,-0.85,16.65,4.8,8.41,0
0.77,0.08,0.54,-1.49,-1.73,8.62,-0.02,-0.23,0.07,-2.22,0.33,13.65,-0.24,-0.52,0.2,10.31,-6.92,-1.35,0
0.77,0.38,-0.21,3.89,11.94,-3.58,0.58,0.82,0.67,2.66,7.16,12.67,-0.24,0.53,-0.55,6.89,9.68,-6.24,0
-1.48,-0.07,0.84,3.89,6.57,-5.05,-0.32,-0.68,0.67,1.19,1.79,5.35,-0.24,0.98,0.95,-3.37,0.4,-4.77,0
0.92,-0.52,-0.06,-9.3,7.55,-6.03,-0.32,0.82,-0.08,6.57,6.19,3.88,-0.09,0.08,-0.7,2.49,-3.01,4.02,0
0.32,0.38,0.24,1.93,-0.26,-10.42,-0.02,-0.23,0.82,-3.2,-1.14,-19.07,0.51,-0.82,0.2,8.35,5.29,-4.77,0
0.17,0.68,0.39,2.91,1.2,-1.14,0.13,0.82,0.22,0.71,7.16,-3.93,1.71,-0.52,0.2,1.52,-7.41,-1.35,0
0.32,-0.37,0.24,2.91,2.67,5.2,0.58,0.07,-0.53,2.17,-10.9,4.37,0.66,-0.67,0.05,7.87,-4.48,-3.31,0
-0.88,0.83,-0.66,-1.49,0.22,1.3,-0.62,-0.68,-0.83,-9.55,5.21,1.44,1.41,-0.67,-0.7,-5.32,-3.01,-2.82,0
-0.28,-0.52,1.14,8.77,23.17,8.62,-0.92,0.52,0.07,0.22,7.16,6.33,-0.24,0.53,0.65,-0.92,-3.5,6.95,0
-0.43,0.08,-0.21,-6.86,-13.45,4.23,-0.47,0.22,-0.38,-7.59,10.09,-1.49,0.06,-0.52,0.2,5.42,1.87,11.34,0
0.17,-0.52,-0.06,4.37,-1.24,6.18,-0.32,0.82,-0.08,-5.64,3.26,-9.79,-0.54,-0.37,-0.25,0.54,-0.08,-1.35,0
-1.33,-0.67,-0.21,3.4,11.46,-4.07,1.33,0.07,-0.08,-11.5,-2.6,7.3,0.51,0.98,-0.85,1.52,-3.5,-6.73,0
0.32,-1.12,-0.21,0.47,-4.66,3.25,-0.92,0.22,1.27,9.98,-8.46,-1.98,-0.69,-0.07,0.95,6.4,2.85,2.55,0
1.37,0.68,-0.36,-2.95,3.64,13.51,-0.62,-1.13,1.42,3.64,-5.04,11.7,1.86,0.38,-0.7,-4.34,3.33,-5.75,0
-0.13,-1.12,0.54,-12.23,1.69,-2.61,-1.67,-0.23,0.37,6.57,14.98,-2.46,-0.09,1.13,-0.25,-1.41,3.33,4.02,0
-0.33,0.61,0.82,-0.33,3.77,-3.55,-0.52,0.36,-0.29,9.07,-2.01,0.59,0.65,-0.68,-1,7.83,-15.85,-1.87,0
1.32,-0.59,-0.08,-0.82,10.12,-9.41,-0.07,0.06,-0.59,7.12,6.29,1.56,0.65,0.37,0.05,0.02,2.71,4.48,0
0.12,0.16,-0.38,-3.26,-0.14,-8.92,0.23,-0.54,-0.14,3.7,-1.03,2.54,-1.3,-0.68,-1,3.92,7.59,-3.33,0
-0.48,0.76,-0.23,-5.21,-17.23,-4.04,-0.22,0.51,-0.44,4.68,3.85,6.44,0.5,-0.08,-0.1,0.99,-9.5,2.53,0
-0.48,-0.44,0.52,-4.24,9.14,0.84,0.38,0.06,0.16,6.14,10.2,-1.37,-0.55,-0.68,0.5,9.78,0.27,-0.4,0
-1.38,0.31,0.52,-5.21,21.83,-8.92,-0.52,-0.39,0.46,-5.58,8.25,-13.57,-0.25,1.27,-0.1,-13.65,0.76,21.57,0
1.17,-0.44,-0.38,-85.78,-4.53,-26.5,-0.67,0.21,-0.44,-13.39,27.78,-14.55,-0.25,-0.53,-0.55,-12.19,32.98,73.82,0
0.42,0.61,-0.38,201.33,29.65,20.37,-0.67,0.96,-0.44,248.33,-153.86,-37.99,-0.25,-0.08,-0.1,-38.56,46.17,65.52,0
0.27,0.01,-0.68,-21.32,3.77,24.77,-0.52,0.06,1.21,-38.78,32.17,29.88,-1.3,0.82,-0.25,-59.55,-13.4,-26.77,0
-0.18,0.76,0.52,18.23,17.44,17.44,-0.07,0.36,0.46,-12.41,13.62,29.39,0.5,-0.08,-0.1,-20.49,9.54,-1.38,0
-0.78,0.16,1.12,-5.21,22.32,-4.04,0.83,-1.44,-0.29,7.61,-0.05,4,-1.15,0.97,0.95,5.39,3.68,-9.68,0
0.27,2.26,-0.68,-0.33,14.02,-19.18,-0.07,0.36,-0.29,6.14,11.18,-0.88,-0.7,-1.28,-0.1,11.74,0.27,-7.73,0
-0.93,1.21,0.22,13.83,18.42,-22.6,0.98,0.21,0.76,1.75,-0.05,-4.79,-0.7,-0.83,-0.55,4.41,-5.1,12.29,0
-0.18,1.21,-0.23,6.02,21.83,5.24,-1.27,0.06,-0.59,10.54,-8.35,-10.64,0.5,0.22,-1.6,2.95,-1.2,9.85,0
0.12,0.91,-0.08,14.32,25.74,1.33,-0.52,-0.39,-0.29,-3.13,-2.98,-3.81,0.8,0.22,-0.55,-3.4,6.61,4.97,0
1.32,0.16,-1.28,-4.24,29.16,2.31,-0.82,0.06,0.91,6.63,-10.31,2.05,-0.1,0.07,-1,8.32,-4.13,3.99,0
-0.33,-0.59,0.37,24.09,16.46,-12.83,0.38,-0.69,0.16,12,-3.96,11.82,-0.1,0.82,-0.7,9.78,3.68,8.39,0
-0.48,0.76,0.52,21.16,15.49,1.82,0.23,-0.24,-0.14,5.65,-10.31,-14.06,0.2,0.37,0.5,4.9,-3.15,9.85,0
