MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
1.18,0.79,-1.02,10.41,1.27,6.37,0.57,0.52,-1.29,-1.35,-10.28,12.62,-0.04,-0.63,0.11,-2.14,2.31,5.82,1
0.88,0.19,0.03,2.6,-7.03,-7.79,-0.48,-1.88,-0.69,-1.84,10.71,1.39,0.26,-0.18,-1.24,-6.04,2.8,-3.95,1
0.58,-1.46,-0.42,3.57,0.78,-0.46,1.17,0.82,0.06,-3.3,-0.52,-3.49,-0.04,-0.33,-1.69,12.02,9.15,-3.46,1
1.63,0.79,0.18,3.57,-4.59,1.49,0.57,-0.98,-0.54,0.61,8.76,-1.54,0.41,-0.33,-0.19,-6.04,0.85,6.31,1
0.13,-0.26,0.03,-5.21,8.11,10.77,-1.38,-0.38,1.26,14.28,-1.01,3.34,-0.94,-0.78,-0.79,-1.16,4.27,-4.92,1
-1.52,-0.56,-1.17,2.6,9.08,-4.86,-0.93,1.57,0.06,2.56,4.37,-13.26,0.26,-0.78,-0.79,4.21,6.22,-2.97,1
0.58,1.39,1.23,-3.75,9.08,8.33,0.87,0.22,0.66,-12.09,3.88,3.83,0.86,0.42,-1.39,11.53,-3.54,-7.36,1
0.28,-0.11,0.18,-3.75,1.76,-9.25,0.57,0.22,-0.09,5,-4.42,1.88,-0.04,-0.33,-0.94,-5.56,-10.87,0.94,1
0.88,-1.76,0.03,-1.8,4.69,6.37,0.87,-0.23,-1.29,-13.55,5.83,-3.49,1.01,-0.48,-0.04,5.67,-9.89,-4.92,1
-0.32,0.49,0.03,-1.8,3.71,-7.79,0.57,-0.98,-0.09,10.37,-4.42,-7.89,1.01,-0.18,-0.49,4.21,14.03,-1.02,1
0.58,0.49,-0.72,5.04,11.04,-2.91,0.57,0.22,-0.09,8.42,3.88,-6.42,-0.34,0.42,-2.14,-8.49,-1.1,-0.04,1
-0.32,-0.56,0.03,2.6,0.78,3.44,-0.03,-0.38,-0.24,6.95,3.39,0.9,-0.49,-0.48,-0.79,2.26,11.1,0.45,1
-0.32,-1.01,-0.72,6.5,1.27,-8.28,0.12,-0.53,-0.54,2.07,-1.01,14.09,-0.19,-1.98,-1.24,-4.09,2.31,-5.9,1
0.28,-0.41,-0.57,4.06,-5.08,3.44,0.57,0.22,-0.54,-3.79,-0.52,17.99,-0.19,-0.78,-0.49,7.14,-9.89,1.91,1
-0.47,-0.41,0.18,5.53,-9.96,-9.25,-0.03,0.07,0.06,-13.55,-2.47,-3.49,1.61,0.42,-0.94,-0.67,-6.96,4.84,1
1.63,-0.11,-0.12,-1.8,-14.36,16.14,-0.48,0.37,-0.24,3.05,5.34,2.86,1.61,-0.33,-0.64,-6.04,-4.03,-1.02,1
-0.17,-0.11,0.18,0.64,10.06,-0.46,-0.03,0.37,0.81,-0.86,-8.33,3.34,-1.39,-1.23,-1.24,-4.58,-1.1,-1.99,1
0.73,0.79,-0.57,4.06,-3.12,-12.18,0.12,0.22,0.66,5,-1.49,7.74,0.41,-1.08,-0.19,-1.65,-5.99,3.87,1
0.58,0.19,0.48,-2.29,8.11,-0.95,0.87,0.97,-0.09,-6.23,4.85,3.83,-1.39,-0.48,-0.79,-4.09,-1.59,-1.99,1
-0.47,-0.41,-0.12,2.11,-4.1,-1.44,-0.03,-0.38,-0.99,-3.3,-6.38,4.32,0.41,-0.33,-0.64,-2.14,-2.08,4.84,1
0.73,0.79,0.63,-7.66,0.78,1.49,-0.03,0.37,-0.99,2.56,4.37,-9.35,-0.04,-0.33,-0.94,-7.51,2.31,-13.71,1
0.28,-0.41,1.38,-0.82,-2.64,4.42,1.17,-0.68,-0.69,4.51,-0.03,18.97,0.86,-1.08,0.11,-5.07,0.85,5.82,1
-1.52,-0.26,1.23,8.46,-6.54,-9.25,0.27,0.37,0.06,-0.37,3.88,4.81,-0.34,0.42,-0.94,-14.83,6.22,5.33,1
-0.92,0.79,0.18,-3.75,-2.15,0.51,0.57,-0.23,-1.29,2.56,5.83,7.74,1.01,-0.78,-1.24,1.28,-2.57,-0.53,1
1.33,0.49,0.03,9.43,10.55,7.35,0.87,0.22,-0.84,-2.32,7.29,1.88,0.86,0.12,-0.64,3.23,-5.01,5.33,1
0.15,0.21,0.97,-2.79,-7.5,3.32,0.22,-0.8,-1.14,-8.06,4.69,-3.79,0.13,-0.34,0.4,3.07,5.1,2.55,1
-0.45,-1.14,-0.38,-3.28,8.61,-1.56,0.52,0.85,-1.44,-7.57,13.96,-4.77,-0.32,1.16,-0.35,3.07,-8.57,-6.24,1
0.15,-1.29,-0.53,-1.33,6.66,2.83,0.07,0.55,-0.99,-3.18,10.55,-1.84,-0.32,-0.04,0.4,7.95,-15.41,-1.36,1
-0.75,1.11,-0.23,12.83,1.28,6.74,-1.13,0.55,-0.24,-1.23,-0.2,-3.79,-0.17,0.56,0.55,-0.83,9.5,10.85,1
-0.3,0.21,-0.23,12.34,2.26,0.39,-0.53,-0.5,0.66,-7.08,13.96,-3.79,0.88,0.71,-0.8,4.54,-5.15,-0.38,1
-1.95,0.21,1.42,8.93,0.31,6.25,-1.58,0.55,0.21,3.66,12.01,-0.38,0.28,-0.49,0.55,1.12,-6.13,7.43,1
0.75,1.26,2.32,-10.61,-5.55,-9.86,-1.58,-0.2,1.26,-4.64,0.29,2.55,0.88,2.21,0.4,5.02,1.2,9.39,1
-1.95,0.21,2.92,4.04,2.26,-8.89,-0.83,-0.95,0.51,-9.04,16.89,6.95,0.13,-0.04,1.15,2.58,7.54,-2.33,1
-3.6,1.11,1.72,18.69,-62.19,-133.4,-2.63,0.25,1.86,-31.5,45.21,22.09,0.73,1.31,0.25,19.18,4.61,30.87,1
-1.35,-0.39,7.42,-22.81,21.79,-53.32,-1.43,2.2,1.86,58.34,-18.75,-0.86,0.88,1.91,0.4,-29.64,-1.73,-21.38,1
4.95,1.56,11.47,-6.21,33.51,-33.3,-1.13,1.3,3.66,-3.67,15.43,8.9,0.43,0.71,2.2,-18.41,0.71,-29.68,1
9.75,-0.09,15.97,38.22,22.28,8.69,-0.83,2.8,4.41,5.61,41.31,-11.61,0.73,1.31,2.35,-7.18,38.31,-0.38,1
9.15,0.51,11.47,35.29,35.46,-52.34,0.82,3.1,5.16,10.49,26.17,8.9,1.33,1.91,1.45,29.44,-16.38,2.55,1
1.95,1.56,5.47,-44.79,36.44,155.18,-0.23,1.45,4.56,13.42,20.8,60.66,1.03,1.31,0.25,38.23,-11.01,-5.75,1
0.75,-0.39,2.02,-82.38,-247.74,-121.19,-1.13,1.6,2.01,174.07,347.46,468.37,-0.17,-0.19,0.85,148.58,-31.03,78.72,1
-0.75,1.11,2.62,-3.77,-2.13,0.88,0.07,0.1,1.26,-7.57,7.13,-2.33,2.23,2.36,-0.2,-4.74,-1.73,-6.24,1
2.4,0.81,0.37,-1.82,-6.53,4.3,0.07,3.55,-0.54,-10.5,-3.12,9.39,1.63,-1.09,-0.8,-6.69,-6.62,0.11,1
0.15,1.41,1.42,-9.14,4.7,10.16,-1.13,2.05,0.96,-9.53,11.52,5,-0.47,-0.94,-0.5,-7.18,-2.71,5.48,1
0.15,1.11,0.97,-8.65,-2.62,-10.35,-0.83,2.05,-0.54,10,-6.05,7.44,0.73,0.26,-1.7,3.07,6.57,-7.22,1
0.6,1.86,4.87,13.81,4.21,2.83,-1.43,2.2,1.56,-62.26,95.51,160.27,-0.32,0.71,-1.1,46.53,-15.89,83.12,1
0.75,-1.44,9.52,-29.65,29.6,3.32,-1.58,4.6,3.21,-3.67,30.08,13.3,-0.17,0.26,-1.7,-8.16,2.66,-6.73,1
4.65,-2.79,12.37,6.97,28.14,-4.98,-2.03,5.05,3.96,-0.25,17.87,15.74,0.88,1.91,-1.4,12.84,19.26,2.06,1
4.35,-2.79,11.17,-29.65,-4.58,32.62,0.52,5.05,3.66,-11.48,22.27,43.57,-0.17,0.86,-0.5,55.32,-18.82,38.68,1
3.45,-0.54,6.07,-117.05,142.89,237.7,0.07,3.85,3.21,-54.45,40.82,11.83,-0.47,2.36,-0.2,98.29,-34.45,60.17,1
2.7,0.66,2.62,-103.38,377.26,-256.45,0.67,2.95,2.61,56.88,131.15,227.65,-0.17,1.31,-0.5,-76.52,13.4,129.99,1
0.9,1.11,0.67,1.11,0.31,3.32,1.12,0.25,1.56,2.19,5.18,-1.84,-1.22,0.86,-0.2,0.14,0.71,7.43,1
1.95,0.81,-0.83,-14.02,8.61,1.86,0.52,-0.65,-0.54,6.59,7.13,-12.09,-0.47,0.56,-0.95,-3.28,-9.06,3.53,1
-0.9,-0.39,2.02,10.88,-3.11,-5.47,0.52,-0.2,0.51,8.54,0.78,-3.79,0.43,1.16,-0.05,-2.79,-2.22,-0.38,1
-1.35,0.81,-1.58,-13.05,-6.04,2.34,-0.38,2.35,0.51,9.52,9.57,0.11,-0.62,-1.09,-1.85,-1.32,4.61,4.99,1
0.3,0.81,-1.13,10.39,-3.11,0.39,0.67,0.25,-0.39,-1.71,-3.12,4.02,0.43,0.41,-0.35,-6.21,-0.27,1.08,1
0.9,0.21,0.22,-7.19,4.7,3.81,0.07,0.55,0.21,-10.99,-0.68,-11.12,-0.62,-0.04,-0.05,-4.25,1.68,-8.68,1
-1.5,-0.09,0.97,-7.68,11.05,5.27,0.22,-0.05,-1.59,-8.06,8.59,-0.38,0.13,-0.34,-0.8,-0.83,-9.06,-5.26,1
0.6,-0.09,1.72,-4.26,5.19,-8.4,-0.23,-0.5,-1.59,7.08,-4.59,6.46,0.88,0.41,0.7,1.61,3.64,12.31,1
0.3,-0.39,-1.13,5.51,-0.18,3.81,0.07,0.55,0.21,-10.99,5.66,-0.86,-0.17,0.56,-1.25,-9.14,-1.73,-13.56,1
0.75,0.06,-0.83,-1.82,13,-1.56,0.67,0.7,-1.14,-3.18,-6.05,2.55,-0.32,1.16,0.4,6.98,12.43,9.39,1
-0.75,-0.84,0.22,3.55,9.58,-6.45,0.22,-0.05,0.36,-4.16,1.27,-5.75,0.43,-0.04,-0.05,2.58,5.1,-3.31,1
-0.3,-0.54,0.67,13.81,0.31,4.78,1.12,-0.05,-0.39,1.7,3.71,5,0.13,-0.34,-1.1,3.07,-8.08,5.48,1
0.3,0.06,-0.38,0.14,-2.13,-4.49,-0.23,-0.05,0.36,10.49,-5.57,-8.19,0.13,-0.04,0.4,6.98,-7.1,1.08,1
0.6,0.66,0.22,-0.84,2.75,13.09,1.42,0.25,-0.84,6.1,-15.82,4.02,-0.47,-0.49,-0.5,6,4.61,-1.36,1
-0.75,-0.09,-0.98,8.44,11.05,-2.54,0.52,-0.95,-0.54,-2.69,-4.1,-3.31,0.13,0.41,-0.05,0.14,-0.76,6.94,1
0.15,-0.54,0.22,-4.75,1.28,-4.49,0.82,0.55,-0.24,3.66,-0.68,3.04,-0.32,0.71,-1.85,-7.67,-0.27,10.36,1
-0.3,0.21,0.22,3.07,-3.11,-12.79,0.82,-0.2,0.51,-1.23,0.29,1.09,-0.32,0.41,0.7,-2.79,10.47,0.11,1
-0.15,0.81,-0.38,5.02,4.21,2.83,0.07,-0.65,0.21,-19.78,-0.2,4.02,1.03,-0.49,1.3,1.61,-5.15,-1.85,1
0.6,-0.09,-0.23,-1.82,-5.55,7.23,0.22,0.25,-0.09,-9.04,5.66,5.48,1.48,-0.49,0.55,7.95,2.66,12.8,1
0.15,-0.54,0.67,-3.28,-6.53,1.37,-1.13,0.1,0.51,7.56,1.27,-0.38,0.88,0.41,0.7,4.54,1.68,9.39,1
0.15,-0.09,0.67,-10.12,0.31,-2.05,-0.38,-0.65,0.51,2.68,10.06,5,-0.92,-0.49,-0.95,-0.83,-2.22,-7.7,1
0.15,0.21,-0.53,4.53,7.63,-2.05,0.52,-0.2,-1.44,5.12,1.27,-4.77,1.03,0.26,0.55,-3.28,7.54,9.87,1
0.9,-0.84,-0.53,1.6,2.26,-2.05,1.72,-0.95,-0.54,5.12,8.11,8.9,0.13,0.71,-0.35,10.4,4.13,3.04,1
-0.45,0.51,0.37,-7.68,3.24,-9.38,0.52,0.85,0.96,4.15,-4.1,-6.72,0.43,-0.64,-0.8,-1.81,-5.15,6.46,1
-0.75,0.66,0.97,5.02,-3.11,6.25,0.22,-0.8,0.36,3.17,-1.66,-2.33,-0.17,-0.49,-0.5,-13.04,0.71,9.39,1
0.66,-0.92,0.97,2.71,1.53,-0.48,2.55,-0.36,0.79,-3.62,-7.16,3.37,-0.42,0.11,0.32,-3.81,0.31,-14.39,1
0.21,1.33,-0.23,10.52,13.25,-2.92,1.2,-0.21,1.09,-9.48,2.11,-9.81,0.33,0.41,-0.88,-11.62,7.14,7.09,1
2.46,1.33,0.22,15.89,6.41,42.97,0.15,0.39,1.69,-1.67,0.16,-28.37,0.33,-0.34,-0.13,-16.5,-5.06,14.41,1
2.01,-1.22,0.82,45.68,52.8,564.46,0.75,0.24,2.59,80.37,6.51,37.06,0.33,0.41,-1.48,-107.81,-70,-182.85,1
2.01,-0.02,-1.13,119.9,94.79,-22.46,-0.6,1.14,1.99,13.47,-13.51,29.74,-1.17,1.61,0.62,-198.63,216.13,412.36,1
0.66,-1.82,0.22,-6.08,10.81,-16.6,0.75,2.04,0.64,18.84,2.6,-6.88,-0.27,0.56,0.77,-17.48,-27.04,13.93,1
2.91,-2.72,0.37,8.08,10.81,38.09,1.65,1.29,2.59,20.8,7.97,18.51,-0.42,1.61,0.62,-9.18,-6.53,-1.7,1
1.41,-2.12,0.67,-0.22,17.64,-40.52,3,1.44,2.74,-17.78,0.65,1.9,-1.02,1.76,-0.58,30.37,15.93,18.81,1
0.96,-3.32,-0.98,-9.01,14.71,-14.64,2.4,0.54,2.59,-19.73,14.81,-7.86,1.68,-0.49,-0.58,-16.99,-21.67,-5.61,1
-0.09,-0.77,0.82,9.55,6.41,5.38,3.6,-0.51,2.59,-28.52,4.07,-8.35,0.93,-0.04,-0.28,21.09,-3.6,-28.55,1
1.86,0.58,0.22,-12.43,-3.35,-55.17,2.4,0.24,2.14,9.08,7.97,8.74,1.23,0.41,-0.43,-32.13,-40.22,-34.41,1
0.36,0.43,0.07,10.03,8.85,3.42,1.35,0.69,0.79,-0.69,-0.33,-6.88,0.03,-0.64,-1.18,181.74,-57.8,847.91,1
0.66,0.13,2.62,1.73,9.83,0,1.8,-0.06,1.24,-1.18,-7.65,-3.47,-0.42,0.41,-0.43,-8.69,4.21,-3.16,1
-0.84,0.43,0.37,11.01,-4.82,-5.85,0.6,-0.81,1.69,7.61,6.51,-4.93,-1.77,-0.49,0.77,-10.16,1.28,-7.07,1
-0.09,-0.02,0.37,-80.79,-45.83,42.97,1.8,0.39,1.99,8.1,17.25,-37.65,0.03,0.86,1.07,-40.43,14.47,85.7,1
-1.74,0.73,0.07,117.94,86.98,90.83,1.65,1.29,2.89,20.8,7.49,215.28,0.63,1.76,1.52,260.35,35.95,-27.09,1
-1.29,-0.02,-0.83,0.27,16.18,-11.23,0.45,1.74,2.14,1.26,18.23,0.93,0.78,0.86,2.12,19.63,3.24,16.86,1
-2.34,-0.17,2.62,5.15,10.81,42.97,1.65,1.74,4.09,-36.82,-5.7,18.51,0.78,1.91,1.07,-4.79,-1.65,5.14,1
-0.99,-0.92,1.72,9.06,11.78,-41.01,1.65,-0.51,5.29,-29.99,2.11,-53.27,-0.42,0.41,1.07,-19.92,25.7,90.59,1
-2.04,-0.47,1.12,-17.8,12.27,45.9,1.05,-1.11,3.19,6.15,20.18,9.23,1.23,1.16,1.07,-39.45,-10.43,-14.39,1
-2.04,1.18,2.02,32.98,45.47,16.12,-0.45,-1.26,1.39,-20.71,41.18,21.92,-0.27,1.01,0.47,-30.18,-22.15,-40.27,1
-2.79,2.08,0.22,2.71,-14.1,-8.78,-0.9,0.24,-0.41,263.96,-27.18,-783.25,0.33,0.41,-0.43,622.17,-488.95,-1069.08,1
-1.29,0.43,0.82,7.1,-0.91,-6.34,-0.45,0.54,0.34,5.66,-0.33,2.39,0.03,-0.64,-0.88,-17.97,9.1,-4.63,1
-1.44,1.33,-0.23,-14.38,-6.28,-5.37,0,-0.21,-0.41,-10.45,4.56,-4.93,0.33,0.11,0.62,2.05,-0.67,-6.09,1
-0.24,0.13,-0.53,7.59,2.02,2.45,-0.3,1.14,-1.01,-1.67,-4.72,2.39,0.03,-0.34,0.32,7.91,1.77,-0.23,1
0.36,0.73,1.12,-6.57,1.53,-0.48,-2.1,-0.21,-0.11,-4.11,-3.26,6.79,-0.27,0.26,0.17,4,-0.18,-2.68,1
0.21,0.58,-0.23,1.25,-4.82,9.77,1.05,-0.81,0.04,-8.01,3.09,-14.7,-1.02,0.56,0.77,5.47,4.7,0.25,1
-0.39,-0.02,0.37,8.08,2.99,-8.3,-0.9,0.54,-0.41,-6.55,-3.26,-5.42,-0.42,-0.34,0.62,-12.6,-2.13,9.04,1
-0.99,-0.62,-0.23,1.25,9.34,-5.85,-1.5,1.29,-0.11,2.73,-3.26,4.83,-0.27,0.56,1.22,-6.74,-0.67,-13.42,1
-0.24,0.13,-0.23,6.62,2.99,-3.41,0,0.24,-0.11,-16.31,-6.19,9.72,-0.57,-0.04,-0.28,-1.37,-3.6,1.72,1
0.81,-0.47,0.37,11.5,0.55,-0.97,-0.3,-0.06,-1.01,-3.62,-6.67,-2,-0.72,0.41,-0.88,4,-4.09,1.23,1
-0.84,-0.47,-0.38,5.15,10.32,3.42,1.05,-0.06,-0.71,-16.8,-3.26,3.86,-1.02,-1.24,-0.28,0.1,-1.65,2.21,1
-0.39,-0.47,1.12,-0.71,-6.28,1.47,-1.05,0.69,-0.26,0.78,3.58,-8.84,-0.57,1.31,-0.58,-4.3,5.68,4.16,1
-0.24,1.78,0.22,13.94,5.92,-0.48,-1.05,-0.81,0.04,1.75,6.02,0.44,0.33,0.86,1.07,9.86,-1.65,-6.58,1
-0.84,0.43,0.07,7.1,1.04,-0.48,-0.6,-0.81,-0.71,-0.69,1.14,-4.93,-0.57,-0.04,0.77,-1.37,1.28,2.21,1
-0.99,-0.17,-0.53,9.55,-4.33,11.72,0.45,-0.51,-0.11,5.17,5.04,-6.4,0.63,-1.24,0.77,-4.79,-10.43,-2.19,1
-0.24,0.13,-0.53,-1.2,-6.77,1.47,-0.9,0.54,0.34,-5.08,-3.26,6.3,-0.27,-0.49,0.47,0.59,2.75,-0.72,1
-0.69,1.33,-0.23,2.71,-4.33,7.33,1.2,1.29,-0.11,-3.62,-4.72,2.39,0.33,1.61,-0.13,-5.76,-5.06,-4.63,1
-0.24,1.03,-0.23,-8.52,4.46,2.45,-0.9,0.54,0.64,-1.67,1.63,2.39,0.03,0.11,-1.18,-8.69,-1.65,14.41,1
-0.09,-0.02,-1.13,8.57,-2.87,0.49,-0.3,1.14,-0.71,-12.9,-2.28,0.44,-0.27,-0.79,1.22,-0.88,-0.18,4.65,1
0.21,-0.62,-0.98,12.96,2.99,4.4,0.75,0.54,1.09,5.17,-8.63,-2.98,0.18,-0.49,-0.28,7.91,4.21,-3.16,1
0.81,-0.02,-1.58,-0.22,-2.87,-5.85,-1.05,0.69,-1.01,8.1,2.11,-5.42,-0.42,-0.34,0.62,-8.2,-0.18,-5.61,1
-0.99,-0.17,-0.23,-0.22,3.97,-9.76,0.6,-0.06,-1.01,-0.69,-6.19,3.37,-0.72,-0.34,-0.88,-1.37,4.7,1.23,1
-0.39,1.18,1.12,-4.61,1.53,1.47,-0.45,0.54,-0.41,1.26,-10.09,-2,-1.02,1.01,0.17,-2.83,-2.13,-6.58,1
-0.24,0.13,-0.23,8.08,8.36,-5.37,0.45,-0.21,-0.11,-8.01,-5.21,7.76,-0.57,0.26,0.47,6.93,2.26,-5.61,1
0.21,1.33,1.42,-1.68,1.53,5.86,0,0.99,-1.31,-9.48,-1.79,-5.91,0.33,0.11,-0.43,1.07,5.68,7.09,1
1.86,0.13,-1.43,-1.68,-6.77,-5.85,-0.6,-1.11,1.24,0.29,7.49,5.81,0.63,-1.54,0.47,-8.2,-3.6,-3.16,1
-0.39,0.43,0.07,4.17,5.92,-0.48,0.15,-0.36,-0.26,1.26,8.46,-7.37,0.18,1.31,1.22,-0.88,-5.06,-7.56,1
0.21,0.58,-1.43,5.64,2.5,-1.95,0.75,0.24,0.64,-1.18,3.58,6.79,0.78,0.41,0.32,-11.62,-6.53,9.04,1
0.21,-0.62,-0.23,-4.13,-1.4,2.93,0,0.24,-1.31,0.78,-3.75,4.35,-0.72,-1.39,0.62,6.45,-13.85,-1.21,1
-0.29,-0.12,-0.12,-19.03,2.64,-2.62,-2.18,0.52,-0.88,3.65,17.02,-3.87,-0.18,0.31,0.69,-11.81,9.12,-3,1
-0.29,-1.17,0.33,8.8,12.9,-2.13,-3.23,-0.08,-1.18,-5.14,5.3,-2.41,-1.08,-0.59,1.29,4.79,-10.9,13.11,1
-1.04,-0.12,1.08,1.96,1.18,-13.36,-2.78,0.67,0.02,6.09,11.16,7.36,-0.93,-1.19,1.14,-0.09,3.26,-13.75,1
-1.49,-1.17,2.73,10.75,1.67,-7.99,-4.43,-1.28,-1.18,-0.75,11.65,-3.38,-0.18,0.61,1.44,-3.51,-1.14,5.79,1
-0.29,-2.82,5.43,66.42,-45.21,29.12,-6.08,0.97,5.42,-31.02,71.22,183.14,-0.33,1.96,2.04,50.2,4.72,35.08,1
1.21,-2.97,4.83,-28.8,45.61,15.44,-7.13,3.82,12.47,9.02,36.55,-0.45,1.32,3.46,2.04,-2.53,-9.44,-11.3,1
0.61,-4.02,4.68,9.78,50,-34.85,-5.33,11.62,25.67,-11,63.4,-32.68,1.32,3.76,2.04,-29.88,-1.63,-39.14,1
-0.74,-2.37,2.28,29.31,50,-132.02,-1.43,9.52,20.12,-18.33,0.9,34.21,0.72,2.86,2.94,50.2,-19.2,47.29,1
-1.04,-0.87,2.28,173.84,-181.44,-586.61,-1.88,2.02,7.07,63.71,25.32,-116.67,-0.33,1.96,1.29,-528.41,1.3,258.23,1
0.16,-0.87,1.53,-7.8,-0.78,3.73,-0.38,0.67,1.97,-6.12,1.88,-6.8,1.62,0.91,-0.96,9.67,5.21,-2.03,1
0.76,0.93,2.43,11.73,7.04,1.77,-0.98,1.27,0.92,14.88,-0.56,-5.34,0.72,0.31,-0.36,-3.02,-4.07,-3.49,1
0.91,0.33,2.28,-17.08,-1.26,-2.13,-1.43,1.57,-1.33,-2.7,-9.35,-7.29,0.27,0.31,-1.86,-10.35,-2.11,-4.47,1
-0.89,-0.27,1.23,5.87,-18.35,-5.55,-2.78,1.72,0.02,8.04,6.27,4.92,-1.23,1.36,-1.11,10.16,-7.49,-2.03,1
-1.04,0.33,3.48,11.24,-5.66,43.28,-4.73,2.32,1.37,-60.81,-71.85,-42.93,-0.48,0.31,-1.86,-13.28,101.89,20.43,1
0.31,0.18,4.83,-28.31,8.01,24.72,-4.28,3.52,1.37,-15.88,73.66,10.78,-0.93,0.61,-1.11,82.92,-25.06,65.36,1
-0.29,-0.87,4.68,57.63,35.84,-10.92,-0.38,3.37,5.42,128.16,-14.72,69.86,1.02,2.11,-1.11,-28.41,-9.44,33.13,1
1.21,-1.47,1.68,-129.38,52.45,56.95,-2.03,4.12,5.42,-171.16,98.56,168.49,-0.33,0.46,0.99,235.75,-3.09,109.3,1
3.31,-1.77,3.33,-3.41,-1.75,-9.46,0.22,0.82,1.37,-103.29,46.8,-1679.17,-0.18,0.31,-0.66,135.65,311.36,636.65,1
