MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
0.12,0.13,-0.07,9.19,13.11,-0.8,-0.3,0.2,-0.03,-16.84,-1.4,0.08,0.14,0.17,1.03,-18.95,9.84,-5.21,2
-0.93,-0.02,1.28,-7.9,-0.07,-2.75,0.6,0.8,-0.33,0.74,-3.35,-0.41,-0.31,0.92,-0.47,13.77,-2.36,-0.33,2
-0.93,-0.02,0.83,3.82,7.74,2.13,-0.15,0.05,0.87,-1.21,15.69,-4.32,0.59,-0.58,1.03,0.1,1.54,-5.7,2
0.57,0.88,1.13,-3.99,2.86,1.15,-0.9,1.55,0.87,3.18,-5.31,-7.73,-0.01,1.07,0.88,-5.27,8.38,4.55,2
0.27,0.73,0.08,5.77,-5.44,-0.31,0.6,0.05,-0.63,5.14,10.32,-4.8,0.14,-0.58,0.28,7.42,3.98,-7.66,2
-0.93,0.73,1.28,-5.95,-5.44,7.99,-0.15,0.05,0.42,-1.21,-1.4,-4.32,-0.61,0.92,-0.02,-5.27,4.96,-4.24,2
-1.83,-0.02,0.53,4.31,-3.49,-6.17,-0.45,-1.45,-0.33,-0.23,9.83,-7.73,0.14,0.17,-1.22,-6.74,-7.25,-3.26,2
-0.93,0.28,1.28,1.38,-9.35,2.62,-0.15,-0.7,-1.08,6.6,-6.28,-1.87,-0.31,-0.58,-0.02,-3.32,6.43,0.16,2
1.62,-0.02,-1.12,5.28,5.3,4.08,0.9,-0.1,-1.23,-11.46,-8.24,-3.34,-0.01,-1.03,0.88,4.0,1.05,4.55,2
-1.23,0.88,-0.52,-4.48,8.23,-2.75,-0.6,-0.85,0.27,-4.14,13.25,-6.76,0.29,1.52,1.18,7.91,0.08,0.16,2
0.27,-0.47,0.08,1.38,-0.07,5.06,-0.3,-0.85,0.72,-2.68,-4.33,-12.62,-1.36,0.17,0.28,5.96,-0.9,5.04,2
-0.33,0.58,-0.52,-13.27,-6.42,5.55,0.0,-0.55,-0.93,-5.12,2.99,7.89,-0.46,-0.43,0.43,-13.09,-4.8,-5.7,2
-0.48,0.28,0.53,0.4,2.37,-0.8,-1.2,-1.45,0.87,-0.72,-12.14,3.5,-0.01,0.77,0.88,15.23,-3.34,0.64,2
-1.53,2.08,-0.82,7.72,-4.96,0.18,-0.6,0.65,0.27,0.25,1.53,-0.41,0.59,0.62,-0.47,1.56,13.75,-0.33,2
0.27,-1.22,0.53,-4.48,5.79,-0.8,-0.9,-0.25,-1.08,3.18,9.34,-4.32,0.89,-0.58,-0.47,-10.16,4.47,-3.26,2
0.12,0.58,0.38,12.12,0.41,6.04,-0.9,-1.45,-0.63,-10.0,-1.89,-6.27,-1.66,-1.03,-0.17,4.98,-11.64,-7.17,2
-0.78,-0.17,0.68,2.35,-4.96,10.92,0.0,0.2,-0.03,2.21,-7.75,-3.34,0.89,-0.58,-0.47,4.0,6.43,-5.21,2
-0.18,0.28,-0.22,-6.44,-3.49,11.41,-1.8,-0.55,-0.03,-0.23,0.06,-10.66,0.14,0.92,-0.47,6.93,4.96,2.6,2
