MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
0.38,0.72,-1.11,12.07,-4.4,-7.53,-0.4,0.09,-2.19,-7.81,-0.4,-21.33,0.82,-0.47,0.69,3.65,-7.15,-0.41,2
-0.52,-0.48,-0.36,14.02,-10.74,-3.62,0.35,0.09,0.36,0.0,-6.74,-5.71,-0.08,-0.02,0.24,-2.69,0.17,7.4,2
-0.22,-0.18,-0.06,-10.39,-10.26,14.93,-0.85,0.39,-0.69,-7.81,10.35,-14.01,-0.23,-0.62,0.09,4.14,-27.17,-10.18,2
-1.27,-0.03,-0.36,-2.58,6.35,3.21,-0.55,-0.06,-0.99,-3.42,-7.23,17.73,-0.08,0.28,0.24,-2.69,7.99,-11.15,2
-0.07,-0.03,0.09,-2.58,3.9,-1.18,0.95,-0.81,0.21,3.42,-6.74,-12.54,-0.23,1.18,0.84,-18.81,-1.29,14.24,2
-0.67,-0.18,-0.51,2.79,11.23,6.14,0.2,-0.06,0.21,8.3,-5.28,29.45,1.12,0.73,0.69,-3.18,-3.73,21.56,2
-1.72,-0.78,0.54,-11.37,2.44,13.47,0.05,0.39,-0.39,-3.9,5.46,6.99,0.52,-1.67,-0.66,-10.02,-6.18,-7.25,2
-0.67,-0.63,0.24,-2.58,-3.91,-2.65,-1.15,-1.11,0.06,-2.93,1.07,-10.59,0.97,0.13,0.09,-10.51,8.96,20.1,2
0.08,-0.63,-0.51,5.23,2.44,3.7,0.05,0.09,0.06,13.67,6.44,1.13,-0.38,-1.07,-0.51,0.72,5.06,-3.34,2
-0.97,0.72,0.09,13.04,0.49,3.7,0.8,-1.11,0.06,0.0,-8.21,-14.5,-0.83,0.28,-0.51,8.05,7.99,-8.22,2
1.43,0.87,-0.51,-10.88,15.14,6.63,0.95,0.69,-0.54,1.47,18.16,3.57,-0.08,1.48,0.24,2.19,2.13,-21.9,2
-2.17,-0.03,-0.36,-10.88,5.37,-16.81,-1.0,-0.81,-0.99,-2.44,4.98,17.73,0.97,-0.62,-0.96,-33.45,12.87,43.04,2
-1.12,-1.08,-0.06,4.74,-12.7,-1.67,-0.25,-0.06,-0.99,-2.93,9.37,-33.05,0.82,-0.77,-0.51,12.44,-11.55,-21.41,2
0.38,-0.48,0.09,-8.93,-2.44,21.28,0.8,-0.36,-0.39,13.67,2.53,44.58,1.12,0.73,0.24,13.42,2.61,-7.25,2
0.53,-0.18,-1.26,-9.42,-6.84,-12.41,-0.85,0.09,-0.39,-4.39,4.0,-17.92,-1.73,-0.17,0.84,-25.15,8.96,44.02,2
-0.97,0.72,-0.36,5.23,3.42,-1.67,-0.25,0.99,-0.54,9.28,2.53,-14.01,-0.23,0.88,0.09,11.96,-5.2,-11.15,2
-0.67,0.57,-1.71,4.25,-0.98,-2.65,0.8,0.84,0.81,3.91,-7.23,5.03,-0.38,-0.47,0.69,10.98,-8.13,-24.83,2
0.38,0.27,-1.11,9.63,4.39,-5.58,-0.25,-0.81,1.41,-0.49,-6.74,16.26,1.42,-0.92,0.84,-10.99,-1.29,8.38,2
-1.12,0.57,-0.06,9.63,-1.95,-11.44,-0.25,1.44,0.21,-2.44,-3.33,-15.47,0.52,-0.17,0.84,-9.04,7.01,24.98,2
-1.12,0.57,-0.06,-4.53,-11.72,5.65,0.35,0.09,-0.39,5.86,6.44,-1.31,0.82,0.28,1.44,-0.74,-12.52,-22.87,2
-0.07,-0.78,0.09,7.18,-2.44,1.75,-0.25,-1.56,0.66,-6.35,7.91,-1.31,0.37,-0.47,1.74,-2.69,0.66,1.54,2
0.08,-0.18,0.69,-12.35,0.97,-3.14,-0.4,-0.36,0.36,3.42,1.07,8.45,0.37,1.03,0.69,-6.6,5.54,7.89,2
-0.52,-0.48,-1.11,12.56,4.88,0.77,0.95,-0.06,-0.54,-3.9,1.56,-2.29,0.37,0.73,0.54,19.77,8.47,-2.85,2
-0.97,1.17,-1.86,1.32,13.18,-3.14,0.05,0.39,-0.69,4.88,2.53,-2.29,0.37,-0.47,-1.11,-7.09,5.54,14.24,2
0.83,1.47,-0.66,-1.6,11.72,12.49,-0.25,1.74,0.21,-2.44,-3.81,-10.59,0.52,0.88,-0.06,2.19,1.15,3.49,2
-0.67,0.57,-0.51,7.18,-2.44,8.1,-0.25,-0.06,-0.09,7.81,-3.33,20.17,-0.53,0.13,-0.66,0.72,-5.69,-18.97,2
-0.67,0.12,-0.51,-8.93,-9.28,-5.58,0.05,-0.36,0.06,-5.37,-1.86,16.26,0.37,-0.02,0.24,-12.95,9.94,32.3,2
0.38,-0.48,-0.66,1.32,-0.0,10.54,-1.6,0.09,0.06,8.3,11.81,-24.26,-0.53,-0.17,-0.96,4.14,-7.64,-18.97,2
-0.22,-0.63,-0.06,-1.12,-0.49,4.19,-0.25,-0.81,0.21,-5.86,6.44,0.64,0.52,0.88,1.14,-10.02,-8.13,1.05,2
-1.12,0.57,-0.06,-5.51,-0.98,-15.34,1.25,-0.36,0.06,-0.97,5.46,9.92,-1.13,0.73,0.99,-19.29,-1.78,0.08,2
0.38,-0.03,-0.36,-12.84,-5.86,53.51,-0.85,0.39,-1.14,-8.79,17.67,-14.5,-0.23,0.13,0.09,14.89,-2.27,-27.27,2
0.08,-1.83,0.69,10.6,-0.49,22.74,-1.45,0.99,0.66,-11.72,16.21,-29.63,-0.23,0.13,0.09,-6.11,-11.06,-12.13,2
-0.07,0.72,0.09,-5.02,3.42,-28.04,-0.4,0.09,-1.89,13.19,-11.63,26.03,-0.98,0.88,0.09,12.44,-32.54,-106.37,2
-0.52,-0.48,-1.56,31.6,2.44,74.99,-0.4,0.09,-1.14,-23.44,32.81,-224.95,-1.73,0.13,-0.96,164.79,-107.25,-482.83,2
-0.97,-1.23,-0.36,200.54,-170.41,-154.99,0.65,0.99,-2.79,-77.15,61.13,98.78,0.22,-0.92,-0.21,-366.46,213.55,1074.72,2
0.38,1.17,-1.11,-418.6,141.11,306.92,-0.55,3.69,-5.94,141.11,-34.09,141.75,-0.38,-0.47,-1.56,-523.69,317.07,1074.72,2
-2.92,1.92,-2.61,0.84,-6.35,-64.66,-2.5,2.04,-9.84,-20.99,53.8,-22.31,-1.13,-1.52,1.44,30.02,-10.08,-18.48,2
-3.67,2.82,-0.51,-0.63,-15.14,-242.88,-4.0,1.59,-14.49,12.21,2.05,47.03,-2.78,-2.27,4.29,-24.67,22.15,43.04,2
-5.47,2.22,0.84,-8.93,11.23,-210.17,-9.25,-2.61,-11.79,16.11,30.85,10.41,-1.13,-2.27,7.29,31.97,-16.92,23.03,2
-5.32,2.82,0.69,-183.25,219.24,52.04,-9.55,-4.26,-5.49,-57.13,-162.02,419.1,-2.18,-0.92,8.94,157.95,0.66,-152.27,2
-2.62,-1.98,2.04,84.33,-497.56,-3009.97,-5.2,-4.41,1.56,-62.5,-1162.5,1018.16,-1.13,1.78,5.04,1549.55,-805.98,-2830.98,2
0.08,-3.33,1.14,-4.05,2.93,-3.62,-1.6,-2.91,5.46,-1.46,22.55,-68.21,-0.38,4.03,4.74,38.32,-30.1,-125.41,2
1.43,-1.83,2.19,39.9,-26.37,-80.77,-0.25,-2.31,5.91,6.84,27.92,-277.19,1.57,2.53,2.49,173.09,-97.97,-391.04,2
-1.12,-1.83,1.44,8.16,-77.15,-460.17,0.95,-2.31,2.16,27.83,148.53,-581.39,-0.83,2.08,2.19,-129.16,-13.5,103.1,2
0.53,-1.38,1.14,55.04,-6.35,-82.72,-1.45,0.24,0.21,182.62,-93.66,280.42,0.52,1.18,3.09,550.04,54.37,-843.19,2
0.83,-0.48,0.54,-53.36,-0.49,-149.13,-0.55,1.74,-7.44,-2.44,31.83,-107.76,1.12,1.03,5.79,-42.73,9.94,138.26,2
-0.97,-0.48,1.59,31.11,56.15,-111.05,-2.05,0.84,-6.84,36.13,-92.68,530.91,0.52,1.93,7.44,-49.57,11.4,50.37,2
-1.87,-0.18,1.44,-153.95,207.03,-43.66,-1.45,0.99,-0.99,-10.74,-100.0,273.59,1.57,0.73,5.79,93.01,52.91,83.57,2
-0.07,0.27,1.59,54.06,-27.35,-2429.89,1.85,-0.51,0.96,-149.41,-294.34,1018.16,0.97,-0.92,3.84,-192.63,-13.99,1074.72,2
0.98,-0.63,-0.06,0.35,7.32,-4.11,0.65,-0.81,0.66,-10.25,0.09,20.66,0.82,0.28,-0.51,10.49,0.17,-27.27,2
-0.67,-0.18,0.69,3.77,6.35,1.26,0.05,-0.36,-0.39,-7.32,14.25,19.68,1.12,-0.02,0.24,6.58,0.66,3.98,2
-0.07,-0.03,0.54,-2.58,2.44,20.3,-1.0,-0.06,0.21,-4.39,3.51,-22.8,0.22,0.43,1.14,10.0,-2.76,-13.6,2
0.08,0.57,0.24,-13.81,-11.23,-3.62,0.35,0.39,0.06,8.79,-5.77,6.01,-0.83,0.28,-0.81,-6.6,1.15,3.01,2
-0.07,0.27,0.09,-1.12,5.86,3.7,0.95,-0.51,0.66,7.33,7.91,-14.99,0.22,0.13,0.54,-6.6,-1.78,-19.94,2
-0.22,0.12,0.24,12.56,6.83,-24.62,0.35,0.39,-0.39,-12.69,3.51,8.45,0.22,0.43,-0.96,8.05,-4.22,19.61,2
0.38,-0.48,0.09,2.79,-9.77,-26.57,0.2,-0.06,-0.09,10.74,-4.79,7.96,0.82,-0.02,0.69,-18.81,1.64,16.68,2
-0.07,-1.23,0.84,11.58,2.93,10.05,-0.25,0.24,-0.09,1.47,-4.79,19.68,-0.98,1.18,1.89,-4.65,-0.8,-8.22,2
0.08,-0.18,-0.51,3.28,-5.86,-8.02,-0.25,-0.81,-0.54,-2.44,0.09,2.1,0.37,-0.47,0.24,-9.04,0.17,8.38,2
0.08,-0.18,-0.51,4.74,1.46,6.63,-2.05,0.39,0.81,-5.37,-7.23,6.5,0.52,0.88,0.54,0.24,-5.69,-0.41,2
0.08,0.87,-0.06,2.79,0.97,7.61,-0.25,-0.06,0.21,4.88,-0.88,-4.73,-0.98,0.88,0.54,2.19,2.61,0.08,2
2.03,-0.03,-0.66,0.84,-0.0,1.26,-2.5,0.09,0.81,1.95,-6.74,4.55,-0.83,0.73,-0.51,15.37,1.64,-12.62,2
-0.07,0.27,0.84,7.67,4.39,2.72,0.05,-0.36,-0.69,7.81,-8.21,-10.1,1.12,0.28,-0.81,-4.16,0.17,7.4,2
0.08,-0.63,-0.96,-3.07,6.35,11.51,-0.55,-0.51,-0.54,5.86,-2.84,7.48,1.12,0.73,1.74,3.65,-6.66,-28.73,2
0.53,-0.63,-0.06,4.74,-6.35,-8.02,-1.0,0.69,-0.54,7.33,0.58,2.59,-1.73,0.43,0.84,3.17,-0.8,14.24,2
0.08,-0.18,-0.06,4.74,5.37,-11.44,0.35,-1.11,-0.39,-4.88,7.91,-2.78,-0.23,0.43,-0.21,-9.04,-6.66,18.14,2
0.83,1.47,-0.36,6.7,-1.95,6.14,-0.25,0.99,-0.09,1.95,-1.37,7.96,0.37,-0.02,-0.51,-1.72,-1.29,-14.57,2
-0.07,1.47,0.09,6.7,-14.16,4.68,-0.25,-0.06,0.66,-2.93,5.46,-12.54,-0.23,0.43,0.09,-6.11,-2.76,0.56,2
0.83,-0.03,-0.36,4.74,3.42,11.03,0.05,-1.41,0.06,-1.46,12.3,3.08,-0.53,-0.92,-0.66,12.93,-7.15,-12.62,2
1.43,0.12,0.24,-5.02,-2.93,-5.58,0.95,-0.51,-0.99,9.77,-3.33,6.99,0.52,0.88,-0.66,-11.97,13.84,2.03,2
-1.72,-0.03,-0.36,2.3,-7.81,5.65,0.2,-0.51,-0.09,-0.97,-1.37,4.55,0.22,-0.17,-0.66,-9.04,7.99,-5.29,2
-0.52,-0.48,-1.11,1.32,-0.49,-5.58,0.35,-0.36,-0.69,3.91,7.91,-7.17,0.22,0.13,0.09,-10.51,17.75,16.68,2
0.53,-0.63,1.44,-2.09,8.3,7.61,0.35,0.39,0.36,5.86,-3.33,11.87,-0.08,0.28,0.69,-9.53,8.96,-7.25,2
1.13,-0.48,-0.66,-9.42,1.46,-0.69,-1.45,0.24,0.96,1.95,3.02,-19.87,-0.08,-0.02,0.69,-14.41,8.96,5.94,2
-0.07,1.17,0.09,-6.0,1.95,-0.21,0.05,-0.66,0.36,-4.39,-0.4,19.19,-0.83,0.73,0.69,1.21,4.57,-0.9,2
0.08,0.57,-0.06,-3.07,11.23,7.12,0.05,-1.11,0.06,0.49,-5.28,34.82,0.97,0.13,-0.21,29.53,-1.29,-52.66,2
-0.67,0.57,-0.51,6.21,-8.3,-25.11,-0.55,-0.06,-0.09,-1.95,0.09,46.54,-0.83,0.73,-0.06,-20.27,7.99,66.48,2
0.83,0.72,-0.66,6.21,-9.77,21.28,0.35,0.39,-0.69,-8.79,23.53,-79.44,-0.53,0.13,-0.21,-7.09,-5.2,-6.27,2
-0.22,0.87,-0.51,-2.09,-0.49,-7.04,-1.45,0.24,-0.54,-6.35,-2.35,6.99,0.52,-1.37,-0.96,-4.65,2.13,12.28,2
0.08,-1.38,-0.96,15.49,-20.51,-60.75,0.95,0.69,-0.99,-7.32,-7.72,67.53,-1.13,-0.02,-0.06,-30.04,4.57,57.21,2
0.08,0.57,-0.51,-36.27,-6.84,-95.42,0.95,1.44,0.66,-6.35,-17.49,-75.53,0.52,-0.92,0.54,-12.95,31.91,66.97,2
-0.07,-1.23,0.54,-25.53,-113.77,118.94,1.25,0.84,0.81,-30.76,-105.86,651.03,0.82,-0.47,0.69,191.64,-59.89,-252.37,2
1.43,0.12,5.04,-41.64,25.39,-121.3,0.05,0.39,4.26,169.92,-199.13,648.59,-0.08,-0.02,0.99,-480.23,222.83,1074.72,2
4.13,-2.73,7.89,-2.09,2.93,4.68,-0.4,2.79,5.76,-18.06,17.18,-34.03,0.97,1.63,3.09,-8.55,14.82,25.47,2
11.03,-6.93,9.39,10.11,17.58,169.23,0.2,5.94,5.91,0.0,32.32,44.58,2.32,1.03,4.29,-10.99,2.61,-45.82,2
9.68,-6.03,6.99,36.48,-9.28,-99.33,1.4,6.69,5.16,-36.62,23.04,58.26,1.42,3.13,4.14,6.1,21.66,104.57,2
8.48,-3.33,7.44,-5.02,65.43,262.98,-2.05,6.84,3.51,-22.95,19.62,-41.84,1.57,3.28,3.54,127.19,-7.15,-109.79,2
3.68,-1.68,5.19,410.99,-433.6,-3009.97,0.35,3.54,3.81,1.47,-279.69,73.39,-0.23,1.93,1.59,275.14,27.03,68.44,2
0.83,0.72,4.44,7.18,4.39,-0.21,0.65,2.19,5.16,9.28,6.93,-27.68,0.37,2.08,0.24,6.1,0.66,-7.25,2
2.18,0.87,2.19,-26.02,12.21,75.97,0.95,0.69,3.66,-4.39,-5.77,126.62,2.77,2.83,0.69,41.25,-7.15,-36.06,2
0.98,0.57,0.24,23.3,-7.81,-15.34,-0.55,0.99,1.71,-12.21,71.87,-121.92,0.97,1.93,1.14,-4.16,38.75,317.95,2
0.38,-2.43,2.04,-111.96,5.37,338.17,-0.4,-0.66,0.81,-45.41,160.74,-776.22,-0.08,0.73,0.69,315.67,-126.78,-726.97,2
0.98,-1.38,1.44,-20.65,28.81,11.03,-2.2,1.44,2.91,-31.25,28.9,24.57,0.97,1.93,2.64,7.07,-52.07,-30.69,2
0.38,-0.78,2.04,-34.81,39.55,108.68,-4.45,0.09,3.06,-52.24,46.97,68.02,1.42,2.68,2.64,-32.48,1.64,-34.1,2
-0.67,-4.08,1.14,-22.6,32.71,111.12,-3.7,-0.66,5.76,-64.45,41.6,350.25,1.72,2.38,5.94,-23.69,6.03,104.08,2
-0.67,-0.18,1.44,-211.57,101.07,310.34,-1.75,1.44,1.41,-134.28,-42.88,339.51,1.42,0.88,3.09,-56.89,-43.77,-4.81,2
-0.67,-0.18,0.69,133.16,4.39,120.89,-0.25,-0.51,0.66,-146.97,380.95,-1556.98,-0.08,0.73,-1.86,1065.18,-174.14,-2010.18,2
0.98,0.12,0.24,7.67,-6.84,-11.44,-0.55,0.24,-0.09,3.42,-14.07,50.93,2.17,0.13,-0.21,0.24,14.33,12.77,2
-0.22,-0.18,-0.51,5.23,-11.72,-6.06,0.95,0.69,-0.54,-9.28,-2.84,6.5,0.97,-0.62,0.54,-12.95,0.17,10.82,2
0.53,-0.63,0.24,3.28,3.42,15.42,-0.4,-1.11,-0.39,11.23,-2.84,3.08,-0.08,-0.02,1.44,12.44,-8.13,-13.6,2
-0.52,1.17,-1.11,9.63,15.62,9.56,0.05,0.39,0.36,-5.37,1.07,28.47,-0.23,-0.62,0.09,10.98,0.17,0.56,2
0.98,0.57,0.24,-3.56,-6.84,11.51,0.8,1.29,0.06,5.86,-12.6,-11.57,-0.53,0.88,-1.41,-0.25,1.64,-1.39,2
-0.07,-0.48,0.84,-0.63,7.32,1.26,-0.55,0.99,-0.09,6.35,8.88,-11.57,0.37,-1.07,0.24,2.68,-8.13,0.56,2
-0.67,-0.18,-0.06,12.07,-21.0,-12.41,-1.0,-0.81,-0.99,10.26,-12.6,6.5,0.52,-0.92,0.84,-5.13,2.61,13.75,2
-0.52,-0.03,0.84,10.6,-9.77,3.21,0.05,0.09,-1.14,6.35,5.95,-5.71,0.97,-0.62,-0.21,-7.09,12.87,4.96,2
-0.22,0.12,-1.26,-7.46,0.49,-7.04,0.35,0.84,0.36,0.0,-5.77,0.15,-0.98,0.13,0.54,2.68,2.13,0.56,2
0.08,0.87,-1.26,-6.49,-13.67,23.72,1.7,0.84,-0.69,6.84,12.79,-12.54,-1.43,0.43,0.54,1.7,-21.8,-18.97,2
-0.97,-0.48,0.09,-6.0,-5.37,-5.58,0.95,-0.81,-0.99,1.47,6.44,13.82,-0.08,-0.02,0.69,-8.06,15.8,32.79,2
-0.97,0.27,0.54,12.07,-2.44,1.75,-0.55,0.24,-1.29,-7.32,-3.81,-16.45,0.22,0.13,0.09,1.7,-9.59,-1.88,2
-0.97,-0.03,-1.56,2.3,-2.44,-0.69,0.2,-2.01,0.21,-11.72,-1.86,-12.06,0.97,0.43,-0.66,-6.6,-3.73,-3.83,2
-0.97,-1.23,-1.11,-5.02,1.95,3.7,0.35,1.29,-2.19,-13.67,5.46,12.85,0.22,0.43,-1.41,-2.2,11.4,10.33,2
1.58,0.72,0.09,-4.53,-4.88,-4.6,-0.4,0.84,0.81,3.42,12.3,-24.75,0.82,-0.47,0.69,2.19,5.06,5.94,2
-1.57,0.12,-0.06,3.28,4.88,10.05,0.05,0.39,0.81,3.42,4.98,14.31,-0.08,-0.02,-0.06,3.65,2.13,-10.18,2
-0.22,-0.63,-0.51,-3.07,-2.44,0.77,0.65,-0.06,-0.09,1.47,1.56,-15.96,1.12,-0.77,-0.51,6.1,2.13,10.82,2
-1.27,-1.68,0.84,0.35,-0.98,5.17,0.95,-0.06,-0.99,-6.35,1.56,6.5,1.12,0.73,0.24,1.7,-10.57,-9.69,2
-0.97,0.72,0.09,16.95,-4.88,1.75,0.05,0.39,-1.14,-1.95,-5.28,-17.43,-0.38,-0.02,0.24,-4.65,9.94,15.7,2
-1.87,1.32,0.24,-5.02,-0.49,5.65,0.35,0.09,-0.69,-12.21,2.05,5.03,-0.53,0.43,0.09,-10.02,10.91,3.01,2
0.08,-0.63,-0.96,7.18,20.99,4.68,-0.55,-0.81,1.71,-1.95,-12.11,-15.47,-0.38,-0.77,0.24,14.89,1.15,-8.22,2
-1.27,1.92,0.09,-3.07,-5.86,7.61,-0.25,-0.81,-0.09,-2.93,-6.74,6.99,0.22,-0.62,0.09,1.7,6.03,-0.41,2
-0.97,-0.03,0.54,-4.53,-5.86,-6.55,0.65,-0.06,0.21,-0.49,10.83,-13.03,0.22,-0.62,-0.66,-3.18,7.5,35.72,2
-0.67,-0.18,-0.06,0.35,1.46,9.07,-0.25,-1.26,-0.54,-6.35,-2.35,-12.06,0.97,-0.62,0.54,16.35,-5.69,-33.62,2
-0.07,0.72,0.54,21.83,0.49,-22.18,-0.25,-1.26,0.21,0.0,4.49,-6.68,-0.08,-0.02,-0.51,-14.41,4.08,17.17,2
-0.07,0.27,1.29,13.53,-0.49,15.91,1.4,-0.81,1.41,-8.3,0.58,0.15,0.52,0.13,0.54,11.96,-8.62,-17.99,2
-0.52,0.27,0.09,-8.44,-5.86,-6.06,0.35,0.09,-0.39,-3.9,10.35,-3.76,0.37,1.03,0.69,-5.62,10.91,19.12,2
-0.07,0.27,0.54,-0.63,8.79,10.54,1.25,0.09,-0.39,7.33,13.76,-9.13,0.37,-0.47,-0.06,-0.25,-4.22,-2.37,2
0.38,1.47,0.54,7.18,-6.35,-14.37,0.8,0.09,0.06,-1.46,6.44,-51.12,-0.08,0.28,-0.06,-22.71,9.94,13.26,2
-0.52,-0.48,0.54,3.77,8.79,38.37,0.35,-0.36,-0.69,-0.49,16.21,-78.46,1.57,0.73,-0.51,35.88,-15.94,-61.45,2
0.98,0.57,-0.96,-8.93,3.9,3.21,0.65,0.69,-0.54,-3.9,-22.86,90.0,-0.23,-1.37,0.84,83.24,-28.64,-164.96,2
1.88,-0.63,1.44,-10.39,-5.37,19.33,2.9,0.39,1.26,-20.99,42.57,-238.62,-0.23,0.88,0.09,167.23,-82.35,-335.37,2
2.03,-1.98,-0.36,-121.72,-62.5,-77.35,2.45,0.09,1.56,14.16,26.46,136.87,1.42,0.88,-1.41,-143.32,110.04,630.94,2
2.93,-1.23,1.59,205.43,395.02,366.98,3.8,2.94,4.11,146.49,-81.94,343.41,2.32,4.03,0.24,-716.07,265.31,999.1,2
2.18,-3.33,2.64,30.62,20.02,-91.51,6.65,1.44,8.31,57.13,-18.46,84.62,5.32,4.93,2.34,-48.1,-6.18,-7.25,2
4.13,-3.48,2.79,-6.98,25.88,46.18,5.75,-2.61,16.86,-20.02,73.82,-72.11,6.07,8.08,7.44,4.14,4.08,1.54,2
2.93,-5.13,3.69,23.3,33.2,148.72,3.65,-7.11,19.56,-6.35,2.05,95.85,5.92,8.53,7.29,25.63,-27.66,-23.85,2
1.43,-3.33,5.34,10.6,-38.09,-96.4,2.3,-8.76,16.71,3.91,-6.25,142.24,4.12,8.38,8.19,-101.33,23.12,144.12,2
0.38,-3.48,6.39,211.77,-216.8,812.29,-0.4,-5.16,14.61,-126.95,232.03,-583.83,5.92,6.73,8.34,255.61,-14.48,-387.62,2
0.83,-3.48,5.19,-5.51,5.86,10.05,0.65,-2.76,9.81,-10.25,-8.21,-28.66,1.12,5.38,5.49,20.74,-24.73,-52.17,2
-0.52,-2.73,5.94,8.16,13.18,117.96,-0.85,-4.11,8.76,18.07,-7.23,-27.19,2.32,6.43,5.04,78.36,-38.89,-146.9,2
-0.07,-1.98,3.69,18.9,24.9,108.19,-0.55,-3.06,5.91,15.63,24.02,-72.6,0.82,4.33,3.54,111.08,-67.21,-271.9,2
0.08,-1.83,3.84,211.29,-105.47,-131.55,1.4,-0.81,3.66,6.35,133.88,-659.03,0.97,4.18,1.59,327.87,-166.33,-779.22,2
-0.07,-1.98,2.49,-14.79,2.93,-139.85,2.0,2.04,4.26,42.97,54.29,-56.0,2.47,3.43,2.64,-296.64,55.84,110.43,2
2.18,-1.38,1.44,-30.9,53.22,-140.83,4.7,2.49,7.86,18.07,28.9,-36.96,2.32,2.53,2.19,70.55,7.01,34.74,2
