MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
0.4,-0.24,0.6,6.52,-6.63,-4.76,0.19,1.3,-0.16,-0.98,-10.82,0.35,-0.14,0.86,-0.52,6.45,-2.04,4.38,2
0.25,-0.09,0.45,4.08,0.21,12.33,0.34,1.45,-0.76,1.46,-5.45,-1.11,-0.29,-0.79,0.08,11.34,4.31,7.79,2
-0.05,1.26,-0.15,-1.78,-1.26,-6.22,-0.41,0.25,0.14,3.9,-0.57,5.73,-0.29,-0.04,-0.37,14.75,-2.53,3.4,2
-0.5,-0.24,-0.9,-4.22,13.39,1.59,-0.71,-0.2,-0.46,2.92,-6.92,9.63,0.46,1.01,0.38,0.11,4.31,-0.51,2
0.85,-0.24,1.35,-3.24,-4.68,-3.78,0.04,1.75,-0.31,-10.75,3.34,2.31,0.91,0.26,0.68,3.04,-0.58,9.26,2
1.3,0.51,-0.6,-0.8,1.18,1.59,-0.71,0.1,0.29,3.41,10.66,-8.43,1.51,-0.64,0.53,11.34,8.21,-6.37,2
-0.65,1.11,-0.3,2.13,8.99,4.03,0.64,0.55,-0.16,4.88,4.8,-5.99,-0.44,-0.64,1.28,0.11,-0.09,-7.83,2
0.85,-0.69,0.3,0.18,-1.75,0.61,1.84,0.55,-0.46,-0.98,2.36,2.8,0.91,-0.04,1.13,-6.24,-7.9,4.38,2
-1.25,-1.44,-0.15,16.29,-9.56,-8.18,0.04,1,-0.31,6.34,3.83,-0.13,0.31,0.11,0.53,-5.27,12.12,7.31,2
0.85,0.51,-0.6,-11.54,-8.1,-3.78,-1.01,-0.2,-0.16,9.76,1.39,-9.41,-0.44,-0.94,-0.22,-6.73,-9.37,-1.48,2
0.25,-1.59,-0.3,-6.17,0.69,-2.81,0.04,-0.5,0.44,-7.82,-4.96,14.03,-0.29,-0.34,1.13,-1.36,-11.32,4.38,2
0.55,-0.39,0,-15.45,7.53,10.38,-0.86,0.25,-0.76,-2.45,-7.4,7.19,-0.29,0.26,0.08,-7.71,3.33,2.91,2
0.25,0.66,0.45,1.15,2.16,-1.34,-0.41,0.25,0.14,-0.49,4.31,-0.62,1.06,-0.64,-0.97,-1.85,-5.46,0.47,2
-0.05,0.51,0.6,2.62,6.06,-2.32,-0.26,-0.2,0.29,4.39,-3.01,1.33,0.46,-0.04,-0.37,7.43,-6.93,-8.32,2
1.59,0.43,-1.82,-31.37,-33.39,24.14,0.3,-0.51,-0.35,3.46,-1.26,20.92,-1.04,0.29,0.13,16.69,-21.18,-40.31,2
1.59,0.43,-1.82,-31.37,-33.39,24.14,0.3,-0.51,-0.35,3.46,-1.26,20.92,-1.04,0.29,0.13,16.69,-21.18,-40.31,2
2.19,-0.62,-0.02,-21.6,19.35,6.07,-1.35,0.24,-0.35,-6.31,-4.19,-23.51,-1.04,0.29,0.13,16.69,-21.18,-40.31,2
0.54,0.13,-0.32,-6.46,0.3,9,-0.6,0.69,-0.8,-4.85,-0.28,3.35,-0.14,0.44,-0.47,1.55,-7.5,10.48,2
-0.06,-0.02,-0.62,-11.35,2.75,0.7,0.15,0.39,-2.15,2.48,-2.72,-7.4,-1.04,-0.76,0.13,-10.66,6.66,15.85,2
1.44,-0.17,-1.97,-1.09,14.95,1.19,-1.35,0.69,-0.05,-7.29,3.62,-11.3,-0.59,-0.91,-0.02,-15.54,22.28,29.52,2
0.84,-0.47,0.28,-2.07,-4.58,13.4,0.75,-0.51,0.7,-0.94,-6.63,5.79,0.61,-0.61,-0.47,11.81,-3.11,-2.22,2
-0.66,0.58,-0.32,-0.12,-6.04,4.12,-0.15,0.24,-0.05,1.99,-9.56,10.18,-0.14,0.14,-0.02,-10.17,3.73,-10.52,2
0.84,0.43,-0.62,-12.32,-5.56,0.21,-0.75,1.14,0.55,12.73,4.6,19.46,0.31,-0.61,-0.02,2.53,-1.64,3.15,2
0.24,0.13,-0.02,-13.79,1.77,-0.28,0.3,0.69,0.7,3.46,-0.77,-3.49,1.06,-0.91,-0.02,2.53,1.77,4.13,2
0.54,0.13,0.88,-6.46,6.16,1.19,0.45,0.84,-0.2,13.71,0.21,-3,-0.59,0.89,-1.22,11.32,-7.01,11.94,2
-0.21,0.88,-0.02,-4.02,-2.14,-6.62,0.15,0.84,0.55,2.48,3.13,-7.4,1.06,-0.16,-0.02,3.99,-2.13,3.64,2
-0.66,-0.17,-0.32,8.67,-1.16,3.14,-0.15,-0.81,0.4,5.9,1.18,4.81,-0.74,-1.51,0.88,-9.68,1.77,4.13,2
0.24,-0.62,0.88,7.21,-12.39,3.63,0.9,0.09,-1.4,2.48,8.02,3.35,-0.89,0.14,0.28,9.36,-2.13,2.17,2
-1.11,0.88,-0.02,2.81,2.26,2.65,-0.15,0.24,0.7,-0.94,-8.1,5.79,0.46,-0.76,0.13,3.99,-4.09,-1.73,2
0.54,0.13,1.18,-5.49,8.61,-6.62,-0.75,-1.11,0.55,6.87,7.53,3.83,0.91,0.74,-0.32,-0.89,-6.04,0.71,2
-0.21,0.13,-1.22,-13.79,9.09,-9.06,0.15,-0.36,0.25,6.87,6.55,3.83,-1.04,1.04,1.18,-8.7,-0.67,6.08,2
0.84,-0.02,1.33,-1.58,10.07,14.86,-0.9,0.24,0.7,1.5,-4.19,3.83,-0.89,-0.16,-1.97,-3.82,-9.46,4.62,2
-1.26,0.43,1.03,6.23,-4.09,2.65,-0.75,0.09,-0.2,-4.85,-0.77,4.32,0.01,-0.46,-1.37,15.22,-7.01,2.66,2
0.54,0.13,-0.02,6.23,-7.02,-1.74,-0.15,0.69,0.7,-6.31,1.18,5.3,0.01,-0.01,-1.37,0.09,0.31,4.13,2
0.24,0.13,0.43,7.7,-18.25,3.14,-0.3,1.14,0.25,-0.94,3.62,-6.91,1.06,-0.61,-0.02,6.43,1.29,6.08,2
1.59,-0.02,-0.17,-4.51,-16.3,-17.85,0.3,0.24,-1.55,-4.85,-9.07,-2.51,-0.14,0.14,0.28,-11.14,-7.01,4.62,2
-0.21,-0.17,0.43,-5.49,5.68,14.86,0.3,-0.06,-0.35,5.41,1.18,2.86,0.31,-0.16,-0.47,0.09,-6.04,-3.2,2
-0.06,0.43,1.03,-19.16,18.86,48.06,-0.3,-0.36,-0.95,0.53,3.13,7.74,-0.59,0.14,0.28,-17.49,-3.11,2.17,2
-0.21,0.58,-0.02,-68.96,24.72,211.15,0.9,0.84,0.25,-3.87,-8.58,7.74,0.61,0.14,-0.47,25.97,-28.01,-12.47,2
0.84,0.73,-0.92,-5.49,-14.34,-3.21,0.45,-0.66,-1.4,-4.36,-2.72,6.76,-0.59,0.14,0.28,2.53,-2.62,6.08,2
-0.21,0.13,-0.77,7.21,4.21,-1.25,0.15,0.09,0.25,-4.85,9.97,-1.05,1.06,-0.16,-0.47,3.5,-0.18,2.17,2
0.24,0.13,-1.22,-11.35,-1.16,-7.6,-0.15,0.24,-0.35,-11.68,-5.65,7.74,0.61,0.89,-0.02,8.39,8.12,6.57,2
-0.06,-0.47,-0.17,-5.98,0.3,8.51,-0.6,-0.06,-0.05,-0.94,-2.24,7.25,-0.59,-0.91,-0.02,-3.33,4.22,8.52,2
0.54,-0.62,-0.32,5.74,-3.6,-5.16,-0.15,-0.51,-0.35,1.5,-6.63,-3.98,0.31,0.14,0.58,-6.26,7.63,-3.2,2
-0.21,0.58,-0.02,1.35,2.26,-17.85,0.3,0.24,-0.05,-0.94,-6.63,-6.91,0.31,-0.91,-0.77,1.06,-2.62,-1.73,2
0.39,-0.77,-0.17,-11.84,-0.18,-8.09,-0.75,0.09,-0.2,5.9,14.37,-0.07,-1.04,0.29,-1.07,13.76,-12.39,-4.66,2
-0.21,0.58,0.43,-19.65,-8,-1.74,-0.15,-1.26,-0.8,2.97,-0.28,-14.23,-0.74,0.29,0.43,3.5,3.24,2.17,2
-0.51,0.43,-0.17,-2.07,6.16,-33.97,0.45,1.59,0.55,-5.33,-2.24,-6.91,-0.14,0.14,-0.02,-8.7,-2.62,9.5,2
-0.66,-0.62,-0.32,-5.49,-6.04,-0.28,-0.15,-0.06,-0.8,-3.38,-7.12,-1.54,0.01,0.29,-0.62,2.04,-4.09,7.55,2
-0.66,-0.17,-0.32,-7.44,-7.51,-0.76,-0.6,0.69,0.4,-3.87,-0.77,2.86,-0.89,-0.16,-0.47,-0.89,-8.48,-3.2,2
-1.11,-0.62,-0.02,-2.07,-3.6,4.12,0.9,-0.36,0.25,2.48,15.83,-1.54,-0.74,-0.01,0.43,1.55,-5.55,-3.2,2
-0.21,-0.62,0.88,9.65,-8.48,2.17,1.05,0.69,0.7,1.5,7.53,-3,-0.59,-1.36,1.33,-4.31,-13.85,-6.13,2
0.84,0.43,-1.82,0.86,-2.14,0.7,0.75,0.69,-1.1,-2.4,-0.77,8.72,0.31,-0.16,-1.52,3.99,6.17,11.94,2
1.59,-0.77,-0.92,4.77,-2.14,2.17,-1.2,0.09,1,-3.87,-2.72,5.79,1.06,-0.91,-0.02,7.9,-5.55,12.92,2
-0.66,0.58,-0.32,-6.95,4.7,-4.67,0.75,-0.06,-0.8,6.87,10.46,7.25,1.06,-0.61,1.03,2.53,-5.55,5.1,2
-0.66,0.58,0.88,-6.46,-17.27,-10.04,0.45,0.39,1.3,-0.45,5.09,13.6,0.01,-0.01,0.13,10.34,-7.5,4.13,2
0.39,1.48,-0.92,10.14,-1.65,-1.25,0.15,0.39,0.55,-7.78,1.18,2.37,0.46,0.29,0.43,1.06,-5.06,0.22,2
-0.51,0.43,-0.62,-1.09,-3.6,19.74,-0.6,-1.71,-0.35,6.39,7.53,-1.54,0.01,0.29,-0.62,1.55,-14.83,5.59,2
-1.11,-1.37,0.88,5.25,1.77,7.05,0.3,0.24,1.15,-11.68,1.67,2.86,-0.59,0.44,0.28,4.48,-5.06,10.96,2
1.89,0.13,0.43,2.32,-5.56,-2.23,0.3,0.24,-0.35,-2.89,17.78,-5.44,-0.89,-0.61,1.03,2.04,-4.09,-3.68,2
-0.06,0.43,-0.17,5.25,6.65,-5.16,0.9,0.39,0.25,6.39,8.02,-3.49,-0.74,0.29,0.13,-0.89,0.31,7.06,2
-0.51,0.43,0.28,-11.35,2.75,20.72,0.15,-0.36,0.55,5.9,3.13,0.42,0.01,-0.76,0.43,-6.26,-11.9,11.94,2
-0.21,0.13,0.43,1.35,5.68,6.56,-0.75,0.09,1.3,3.94,10.46,5.79,0.91,1.04,1.18,3.02,10.07,13.4,2
0.24,-0.17,-1.22,4.28,-7.02,14.86,2.25,-0.51,-0.8,15.17,3.62,4.81,0.01,-0.01,-0.32,12.29,-5.06,15.36,2
1.89,-0.92,-0.02,-5.98,-3.11,-9.06,-0.75,0.09,-0.65,5.9,6.06,3.83,1.06,-0.91,0.58,-1.87,5.68,2.17,2
0.39,-0.47,-0.62,-3.54,7.63,-3.69,0.15,-0.36,0.55,-13.15,6.06,-4.47,-0.14,0.44,-1.22,0.09,-0.18,6.57,2
0.99,-0.17,-0.02,-2.56,5.68,-10.04,0.75,0.24,1.15,9.8,0.21,3.35,-0.29,0.29,0.43,7.9,7.15,2.66,2
-0.06,0.73,-0.17,4.77,6.16,-0.28,-0.15,-0.51,-0.8,-8.26,7.53,-4.47,-0.29,-0.76,0.43,3.99,-8.48,9.99,2
0.54,-1.37,-0.32,-0.61,-10.93,-3.69,0.45,-1.11,-0.65,-5.33,1.18,6.27,0.46,0.74,-0.62,-11.63,7.15,9.99,2
0.24,-0.62,-0.32,4.77,2.26,5.58,0.75,-0.51,-0.35,-3.38,5.09,0.42,1.06,0.44,0.58,-0.4,7.15,-8.57,2
0.24,0.58,0.43,-1.58,0.3,5.58,0.45,1.89,-0.2,-1.92,-5.17,9.2,-1.64,1.19,-0.47,-2.84,13.98,3.64,2
1.29,-0.02,-0.17,3.3,-6.04,-3.21,0.15,-1.11,0.55,8.34,8.02,4.32,0.01,1.04,-0.32,10.83,12.52,-1.24,2
0.54,0.88,-0.32,9.16,3.23,3.14,0.3,0.24,-0.35,2.97,2.65,-7.4,-1.34,0.89,-0.47,-1.87,7.15,4.13,2
0.99,0.13,-0.32,-12.32,7.14,7.05,-0.3,0.39,0.25,5.9,-7.12,8.72,-0.59,-0.16,0.58,2.04,-0.67,-11.99,2
1.29,-0.02,0.58,5.74,-6.53,0.7,0.45,0.39,1.75,0.04,-2.24,4.81,-1.04,-0.46,0.43,-5.28,-11.41,3.15,2
0.24,-0.92,0.43,-5,-12.39,-1.74,-0.75,0.84,1.3,-0.45,-9.56,-8.37,0.46,-0.01,0.88,1.55,2.75,7.55,2
0.24,0.13,-0.32,-5.49,-0.67,-3.69,1.05,0.24,-0.05,-6.8,-7.61,6.27,0.01,-0.46,0.88,-12.61,6.66,1.69,2
0.24,0.13,1.18,-3.54,-2.14,-1.74,0.15,1.89,-0.2,2.48,-5.65,4.81,0.01,0.29,0.28,-4.8,-1.16,6.57,2
0.84,0.73,-1.82,-5,-2.63,-1.25,-0.3,0.39,-0.2,5.41,2.16,-2.03,0.31,0.14,-1.22,-3.33,22.77,7.06,2
-0.06,0.73,-0.62,0.37,5.19,0.7,-0.15,-1.26,0.4,-4.85,-4.19,3.83,0.61,0.44,-0.02,-7.73,6.17,14.87,2
1.29,0.73,0.28,-5.49,-9.46,-7.6,0.15,0.84,-0.95,-5.82,-6.14,11.65,0.01,-0.46,0.43,4.97,-6.04,10.96,2
0.99,-0.17,-0.77,-6.95,2.75,17.3,0.75,-0.06,1.15,-6.31,-5.65,5.79,-0.59,0.14,0.28,15.22,16.91,10.48,2
0.24,0.88,-0.32,-9.88,-1.65,-2.23,0.3,-0.06,-0.05,0.53,10.95,1.39,0.46,-0.46,0.13,9.36,-6.04,3.15,2
0.39,-0.47,-1.37,2.32,-13.37,0.21,-0.9,-0.06,0.4,6.39,-1.75,6.76,0.31,1.19,-0.47,-8.21,9.1,-1.24,2
-0.06,-1.22,-0.17,-3.54,1.77,1.68,0.45,-0.36,-0.65,6.39,-4.19,-3.98,0.01,-0.46,0.88,-1.87,3.24,1.2,2
-0.51,-0.02,0.58,-2.07,-9.95,3.63,1.35,0.09,-0.2,0.04,-10.54,2.37,-0.14,0.14,1.03,-5.77,-7.5,-7.59,2
-0.06,-0.47,0.58,-12.32,4.7,-1.25,-0.6,0.24,-0.35,-4.36,0.69,-1.54,0.61,-0.01,0.43,-12.12,1.29,12.43,2
0.39,0.73,-0.62,3.79,-2.14,-0.28,0.3,-0.51,-0.35,2.48,8.51,-1.54,-0.14,0.14,-0.02,-4.31,1.77,-1.24,2
1.44,-0.17,-0.02,-9.88,-1.65,-6.14,1.35,-0.66,-0.2,8.83,-9.56,3.83,-1.04,-0.46,0.88,-5.28,10.07,16.82,2
-1.11,-0.62,0.88,7.7,0.3,-11.51,0.9,0.09,1,9.31,-4.19,1.88,-0.59,0.89,1.33,0.09,3.24,10.96,2
0.84,0.73,0.28,-4.02,-8.97,-0.76,-0.15,-0.51,-0.8,-3.38,4.11,4.32,-2.84,-0.16,-0.47,-4.8,13,3.15,2
-0.51,-0.02,-0.62,-2.56,4.21,-5.65,0.15,-0.66,0.25,-4.85,-15.42,-8.86,0.91,1.79,1.18,-8.21,3.24,13.4,2
0.39,1.18,-0.62,-2.07,-0.18,-4.18,0.75,-0.51,-0.35,9.31,1.67,11.16,-1.04,0.29,1.93,13.27,3.73,27.57,2
0.99,-0.17,-0.02,-1.09,-12.39,13.88,1.05,-0.81,-0.05,6.39,-10.54,-0.07,-0.89,-0.16,1.78,4.48,9.1,9.5,2
-0.06,0.73,0.58,7.21,-5.56,-3.21,0.3,0.69,-1.1,-1.43,-3.21,15.06,-0.59,0.89,1.78,16.2,0.8,2.66,2
0.39,0.43,1.03,-19.16,9.58,9,0.9,-1.11,0.25,5.41,-7.61,7.25,-0.29,-0.46,1.18,-13.59,-7.5,6.08,2
1.29,-0.02,0.43,-3.05,-5.56,-5.65,-1.35,0.24,1.15,-4.85,8.51,2.86,-0.59,-0.61,1.33,0.57,3.73,1.69,2
1.59,-0.47,0.58,-6.46,-0.18,12.91,-0.3,0.84,1,0.04,-0.28,7.25,-0.29,1.04,0.43,-7.73,1.29,5.1,2
2.04,-1.52,0.28,-2.07,2.75,8.51,-1.2,-0.36,-0.2,-6.31,6.55,-5.44,-0.59,0.44,-0.47,-5.77,9.59,-3.2,2
-0.21,0.58,-0.02,-13.3,0.3,-5.16,0.9,0.09,-0.2,8.34,-0.28,-4.47,0.31,0.89,1.33,5.95,21.31,-1.24,2
0.39,0.43,-0.62,1.84,-3.6,5.1,-0.3,0.84,0.55,10.29,-12.49,-4.47,1.06,0.44,1.03,-4.8,5.19,-2.71,2
-0.06,0.43,-0.17,-0.61,-7.02,-4.18,0.3,-0.51,-0.35,12.73,-10.54,10.18,0.31,0.14,-0.47,8.39,7.15,5.1,2
-0.06,-0.47,-0.62,-1.09,1.77,1.19,0.15,-0.36,0.25,-1.43,-2.72,-6.42,-1.64,-0.16,-0.02,0.09,-9.94,6.57,2
0.84,-0.02,-0.62,-1.09,-9.95,-8.58,0.15,0.39,-0.2,-5.33,-1.75,1.39,0.31,0.89,-0.02,-2.84,7.63,8.52,2
1.44,-0.62,0.43,-13.3,-9.95,-0.76,-0.75,-0.66,-0.65,-10.7,10.95,0.9,-0.59,0.44,0.28,0.09,-4.09,6.57,2
-0.66,0.13,0.43,-7.44,1.77,3.63,-0.9,-0.06,0.4,1.99,11.44,-2.51,0.31,0.44,-0.77,2.53,-1.64,1.2,2
0.24,-0.17,-0.02,1.35,3.23,0.21,0.75,0.69,-0.35,-0.45,2.65,-0.07,-0.29,-0.01,0.13,-13.59,1.77,14.38,2
0.24,0.58,-0.02,-0.12,-11.41,1.68,0.3,-0.81,-0.8,0.04,-2.72,15.06,-1.34,0.44,1.33,3.99,3.73,1.2,2
0.84,-0.47,-0.92,-4.51,3.23,4.61,-0.6,0.24,-1.1,-7.29,-8.58,-7.89,0.31,1.94,1.03,-4.31,12.03,-1.24,2
0.24,0.88,0.43,-3.54,9.09,-11.99,0.15,-0.66,1.75,9.31,-11.03,2.86,-0.14,-0.16,0.58,4.48,-2.62,5.1,2
0.39,0.43,-0.92,-7.93,4.21,5.1,-0.6,0.99,-1.55,-16.56,1.18,-0.56,0.31,-0.91,1.03,3.02,6.17,5.1,2
-0.51,-1.52,-0.92,-11.84,3.23,1.68,1.5,0.24,-0.8,-1.92,-7.12,8.23,-1.49,0.29,-0.32,-6.75,-0.18,3.64,2
0.24,0.13,-0.02,0.86,1.28,-2.72,0.9,0.09,-0.2,2.97,-5.65,-0.56,-1.34,0.14,-0.02,6.92,8.61,8.52,2
-0.06,-0.02,-0.62,-5,2.26,15.84,0.75,0.24,0.7,-11.19,2.65,7.74,0.31,0.44,0.58,0.09,8.61,2.17,2
-0.51,0.73,0.58,-8.91,-4.58,4.61,-0.9,-0.81,-0.05,0.53,0.69,-3.49,0.61,-0.16,1.03,0.09,-8.97,-2.71,2
2.04,1.18,-1.37,1.35,-8.48,3.63,1.35,-0.36,1.3,4.92,-0.77,-2.03,-0.29,-0.76,0.88,-1.38,13.49,-0.27,2
-1.71,1.18,-0.62,-4.51,3.23,-10.04,0.15,0.09,0.25,10.78,-1.75,1.88,0.46,-0.46,1.18,11.81,-3.6,1.69,2
0.24,-0.62,-0.02,0.86,-2.63,1.68,0.45,-1.11,-0.2,4.43,11.44,-1.54,0.01,-0.46,-0.62,-3.82,7.15,8.03,2
0.24,-0.92,-0.77,1.35,-13.37,9.98,-0.3,-0.36,-0.65,-4.85,11.92,-1.54,-1.64,-0.16,0.28,-11.63,0.31,10.96,2
0.99,0.88,0.43,-3.05,-2.63,-2.23,-0.9,-0.51,-0.35,-3.87,-5.65,-3.49,-0.29,-1.06,0.43,3.02,-1.64,2.66,2
0.84,1.18,-0.62,-5,-7.51,11.93,-0.9,-0.81,0.7,1.99,6.55,1.88,-0.59,1.64,-1.52,9.85,5.19,-3.2,2
0.54,0.13,-0.77,1.35,-3.11,0.21,-0.3,-0.66,-0.95,-10.7,10.95,13.11,0.31,-0.91,-0.47,9.85,8.12,-1.73,2
0.54,0.13,-0.02,-6.95,-14.83,9.49,-0.6,-0.06,0.7,-6.31,-12,3.83,1.51,0.14,0.58,-11.14,-3.11,0.22,2
-0.51,1.18,-1.82,2.32,13,9.49,0.3,1.44,0.7,7.36,5.09,4.81,0.61,0.44,1.33,-1.87,8.61,-8.57,2
-0.66,0.58,0.43,0.37,11.53,13.88,0.3,-0.81,-0.05,4.43,1.67,-4.47,-0.59,-1.36,0.58,1.55,-1.64,9.99,2
1.59,0.73,-0.17,-11.84,1.77,7.05,0.15,-0.66,0.25,-8.26,-11.03,-11.3,-0.29,-0.76,-0.62,-15.54,6.17,-0.76,2
0.54,-0.17,0.43,-11.84,9.58,-11.02,0.75,-0.51,0.7,-2.4,-0.28,-3,-0.89,0.44,0.58,-1.87,-1.64,14.87,2
0.99,-1.37,-0.02,1.84,-9.95,4.12,0.15,0.09,-0.2,-5.33,-13.96,0.9,0.61,-1.36,0.58,9.85,3.73,8.03,2
-0.21,-0.17,-1.22,3.79,-5.07,0.21,0.3,-0.06,-0.35,-5.33,-7.61,-2.51,-0.74,-0.46,-0.32,-8.7,4.22,-0.27,2
0.24,-0.17,1.18,-7.44,-12.39,-0.76,0.45,-1.11,0.25,-1.43,-5.65,0.9,-0.29,0.29,0.13,-2.36,13,3.15,2
-0.66,-0.17,-1.22,-1.09,-6.53,-6.14,1.35,0.84,0.25,7.85,6.06,7.74,0.91,1.49,1.18,-6.75,-15.8,0.71,2
