MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
-1.51,-0.38,-0.19,16.09,-6.61,-3.61,-0.83,0.2,-0.83,-1.32,3.73,-1.55,-0.41,-0.13,1.21,-12.82,0.58,-0.39,2
0.59,0.07,-0.49,-18.09,-17.35,-0.19,0.07,-0.25,1.12,2.1,2.75,1.38,0.94,-0.28,-1.64,-10.86,-8.21,-1.85,2
1.04,-0.38,1.01,-0.03,8.04,-2.14,-0.23,0.05,0.22,-0.83,0.31,-7.41,0.79,0.32,0.46,6.23,-0.4,2.54,2
0.59,-0.68,0.71,-0.52,10.97,-2.14,-2.03,0.2,0.37,-4.73,-6.53,5.28,-0.11,0.62,-0.29,6.72,-11.14,-1.36,2
0.14,-1.13,-0.94,-5.4,2.18,-6.53,-0.38,0.2,-0.83,2.1,-7.99,2.35,-0.11,0.32,-0.74,3.79,0.58,8.4,2
-0.61,0.07,0.26,4.37,0.22,-6.05,0.82,-1,0.37,7.47,-5.06,4.3,-0.26,-0.28,0.91,-5.49,6.93,0.1,2
0.14,-0.38,-0.19,-4.42,-2.71,3.72,-0.23,-0.4,-0.98,-12.55,16.42,8.7,0.79,-0.88,0.46,-7.93,-4.79,-12.59,2
-0.16,0.07,-0.19,-23.95,-5.15,0.3,-0.53,0.8,-0.98,-0.34,6.17,15.54,1.09,-0.43,-0.74,3.3,-0.4,5.47,2
-0.61,1.27,-0.94,14.13,-4.17,1.77,-1.13,-0.25,-0.08,-14.01,-2.13,-1.07,-0.26,-0.28,-0.44,-2.07,2.05,-1.85,2
0.44,0.67,0.11,3.39,5.6,7.14,-0.98,1.1,0.52,0.15,-4.57,-2.53,-1.16,-0.13,0.76,0.37,2.53,-2.83,2
2.24,-0.68,-1.39,6.32,7.55,2.25,-1.88,-0.4,0.67,-1.32,4.22,-9.37,-0.11,0.32,0.01,11.11,1.56,-0.39,2
-0.01,-0.53,0.41,5.83,-1.73,-2.14,-0.23,0.8,-0.68,-0.34,5.19,-2.53,-0.56,-0.28,-0.14,-3.54,-5.77,-1.36,2
-0.01,0.22,-0.34,12.67,-10.03,-6.53,0.82,-0.55,-0.08,0.64,-13.85,4.3,0.94,0.47,-0.14,-3.05,-7.23,0.1,2
-0.01,0.22,-0.34,4.86,-6.12,5.67,0.07,0.5,0.67,12.36,0.31,7.72,-0.86,-0.13,1.51,3.3,2.53,1.08,2
0.08,-0.06,0.35,10.49,7.81,-3.75,0.17,-0.72,-0.29,-9.27,-0.51,-4.19,0.61,-0.6,0.95,1.15,2.01,1.61,2
-0.67,-0.81,-3.25,33.44,2.44,2.11,0.02,0.48,-1.19,-6.34,-1.0,-21.28,-0.74,-0.15,-0.7,-10.08,0.55,-10.1,2
0.53,-0.06,-2.35,-141.36,-41.99,-25.23,0.32,-1.02,-0.89,26.87,-29.32,29.5,1.21,-1.51,0.8,20.68,57.19,140.77,2
-0.67,-0.06,-5.2,41.74,-48.34,-365.07,1.37,-0.72,-2.24,-42.96,-16.14,-233.2,-0.89,-2.56,-1.15,-69.65,16.17,-109.23,2
-1.72,-2.16,-6.55,-9.52,-15.63,79.75,1.22,-0.57,-2.39,8.8,10.72,90.53,-0.89,-1.06,-0.4,-10.57,168.03,78.27,2
-5.02,-2.61,-4.9,-13.43,25.88,74.87,-0.43,-2.82,-0.89,38.1,-47.39,-61.32,-0.74,-1.95,2.0,-29.61,7.38,59.72,2
-6.82,-2.16,-1.45,16.35,-20.51,-2.77,0.02,-3.27,-1.19,58.12,-37.62,-5.66,-1.34,-1.06,0.95,49.98,-18.01,7.47,2
-4.87,0.24,-1.3,61.76,58.1,-248.86,-2.53,-2.07,-0.14,-24.89,65.41,-307.42,-0.74,-0.45,2.0,-535.47,84.04,388.82,2
-2.32,-0.06,2.3,5.12,-1.47,-8.63,-2.23,-1.17,2.71,-4.38,6.32,8.5,-1.34,1.2,-0.4,-13.5,20.08,26.52,2
-0.07,-0.21,2.9,-4.15,-18.56,0.65,0.02,0.18,1.06,-5.36,-4.91,13.39,-0.44,0.74,0.65,4.08,-1.89,-0.83,2
1.88,0.69,0.35,1.71,-15.63,-6.68,0.77,0.48,0.31,6.85,-1.98,-5.66,0.01,2.4,-0.25,0.66,10.8,7.47,2
3.08,-0.81,-1.3,9.03,3.42,0.16,1.82,0.03,-1.49,15.15,-4.91,0.2,1.06,0.15,0.35,-20.34,2.99,10.4,2
1.13,0.84,-1.75,6.1,-4.4,6.02,2.57,0.33,-1.04,1.48,-7.35,3.62,2.11,-0.9,-1.0,7.5,-1.4,-5.22,2
3.53,2.19,-2.35,21.73,3.42,25.06,4.82,1.68,-2.39,-33.19,69.31,-0.78,0.01,-0.15,-1.0,31.91,-35.58,-101.9,2
1.43,3.84,-3.25,10.01,-6.35,27.99,5.27,-0.27,-3.59,-51.75,49.29,-0.29,0.46,-1.51,-1.0,-60.86,-4.33,-80.91,2
-1.12,3.39,-2.8,-26.61,32.22,222.82,4.97,-0.42,-3.29,-5.36,-44.46,258.01,-0.44,-1.06,-0.85,-1.78,2.5,-79.93,2
-2.32,2.64,-3.25,38.82,-3.42,-215.17,3.17,-0.27,-4.34,-58.58,-2.46,113.97,0.46,-1.95,0.05,-2.76,83.56,157.86,2
-1.57,3.09,-1.3,-344.49,7.32,160.8,0.32,-0.57,-3.59,-92.27,82.99,79.3,-1.34,-0.31,1.7,22.63,33.75,22.61,2
0.08,-0.51,-1.3,5.61,-12.7,5.04,2.12,0.03,-1.79,7.82,-1.98,4.11,0.01,-1.2,0.5,471.85,-112.73,-429.54,2
0.38,-0.21,-0.7,9.03,-3.91,0.65,0.32,-0.27,-1.19,-2.92,-7.35,-3.7,-0.89,-0.31,-0.1,0.17,-1.4,3.57,2
-1.12,-1.26,-0.1,-3.18,4.88,-6.19,-0.58,0.03,-0.74,5.38,7.79,7.04,-0.14,-0.6,0.95,7.01,5.92,14.8,2
-0.67,0.69,-0.4,0.24,-3.91,-1.31,0.62,-1.17,-0.29,-9.75,-1.98,-0.29,0.91,0.3,0.05,-3.73,3.97,0.64,2
1.58,0.84,0.5,0.24,-7.81,1.14,0.62,0.78,-0.29,8.8,-10.76,1.18,0.31,0.15,0.35,-4.71,12.27,14.31,2
0.83,-0.21,0.5,-2.2,-13.67,8.95,1.37,-0.72,-0.74,-6.82,-4.91,9.48,2.26,-1.06,0.35,0.66,-3.36,0.64,2
-0.97,2.04,0.2,2.68,6.35,9.44,-0.43,-0.27,-0.44,-0.48,-0.51,0.2,0.31,-0.6,-0.1,-2.27,-3.36,3.08,2
-0.52,0.09,0.5,0.24,-7.33,8.95,0.02,0.18,-0.14,2.94,-13.21,6.06,-0.74,-0.15,-1.0,-7.15,-1.89,6.5,2
-0.22,-0.51,0.35,-11.48,-3.91,2.11,-0.43,0.93,0.61,-7.8,-3.93,2.64,0.91,-0.9,-0.25,-15.94,1.04,0.15,2
0.53,0.69,0.8,9.52,-8.79,-1.31,0.17,-0.72,0.16,2.45,2.91,-6.63,-0.29,-0.15,1.25,-2.27,6.9,5.03,2
-0.52,-0.66,0.2,7.57,0.49,0.16,0.62,-1.17,0.46,14.66,5.35,-1.26,0.91,-0.15,-1.45,-7.64,-3.85,-8.15,2
-0.22,-0.06,0.35,-5.13,-5.37,-2.77,0.02,-0.27,0.61,14.17,7.79,7.53,-0.29,0.3,-0.25,-2.76,4.94,-1.32,2
0.53,-0.06,-0.1,2.19,-0.49,13.34,0.02,-1.02,0.31,12.22,-1.98,5.08,1.06,0.44,-0.1,6.03,0.06,-4.73,2
-0.52,0.84,0.95,0.24,-13.67,5.53,-0.28,0.18,0.31,-3.89,-0.02,-8.59,0.46,-0.15,-0.7,-4.22,1.53,-2.78,2
-0.67,-0.51,-0.1,4.64,0.97,7.97,0.17,-1.17,-0.74,7.34,-9.3,-2.73,-0.89,-0.6,-0.4,3.1,-8.73,10.4,2
2.03,0.54,-0.25,-8.55,2.44,8.95,0.32,-0.57,0.61,4.89,-1.98,4.6,-1.04,-0.45,0.05,4.57,-2.87,6.5,2
-0.07,-0.66,0.95,6.1,-0.98,-7.65,-0.28,1.08,0.46,6.85,-3.44,2.15,-0.14,-0.6,-0.85,4.57,-1.4,7.96,2
-0.52,0.54,-0.25,5.12,-4.88,-2.28,0.02,-0.27,-0.89,5.87,14.63,-7.61,-0.14,0.15,-0.4,8.96,5.92,5.52,2
0.83,-0.66,-1.0,14.4,1.95,-2.77,0.62,0.78,-1.04,1.96,-2.46,8.01,1.06,0.44,0.65,-4.22,1.53,7.96,2
-0.22,-0.06,0.8,1.22,1.95,-3.75,-0.28,-0.42,0.16,6.36,7.3,10.94,0.31,-0.6,-0.4,-4.22,-3.85,-2.29,2
-0.22,-0.06,0.35,1.71,1.46,10.9,-0.58,0.03,-0.74,3.92,-1.49,7.53,0.01,-1.2,-0.25,3.1,4.94,1.61,2
1.13,0.09,-0.25,1.71,-6.84,6.51,0.62,0.33,0.16,5.38,-3.93,-0.29,-1.49,-0.9,0.05,0.17,2.5,5.52,2
-1.27,-0.66,-0.7,-0.74,-1.47,0.16,1.22,0.18,-1.19,-6.82,-0.51,3.13,-0.14,0.44,0.95,8.47,-7.75,2.1,2
0.83,0.54,-0.25,2.19,-4.88,-0.33,-0.43,0.48,-0.44,8.8,-2.46,-4.68,0.46,0.3,-0.7,6.52,-1.89,9.43,2
-0.22,-0.51,-0.4,10.01,7.32,-0.82,0.92,-0.42,0.46,-0.97,-12.72,0.2,-0.89,0.74,-0.1,7.5,8.85,3.08,2
-0.97,-0.21,0.95,0.73,6.83,-2.28,0.17,0.03,0.16,-0.48,0.95,-2.73,0.31,0.15,-1.9,-9.59,3.48,-3.27,2
-1.12,0.69,-0.85,0.73,7.81,4.55,-0.43,0.93,-0.14,4.89,-2.46,10.46,0.31,0.44,-0.85,5.05,6.41,14.31,2
-0.22,0.24,-1.3,10.98,0.97,-8.14,-0.58,-1.17,0.91,-3.89,1.93,-2.24,0.61,1.2,0.95,-13.01,6.41,2.59,2
-0.22,-0.51,-0.1,-0.25,-7.33,-0.82,0.62,0.03,1.21,5.87,1.44,-2.73,0.31,0.44,-0.4,-3.25,-5.31,-0.83,2
-0.52,0.09,0.95,-0.25,2.44,-2.28,1.22,0.48,-0.14,7.82,-8.32,15.34,-1.34,-0.31,1.4,-10.08,-6.78,7.47,2
-0.22,-0.51,-0.1,-0.25,-1.95,3.09,-0.28,-0.72,0.16,3.43,-0.51,0.2,-0.89,0.44,0.35,-7.15,-3.36,-3.27,2
1.13,-0.21,0.95,9.03,2.44,4.07,0.77,-0.57,0.31,-12.2,2.42,-7.61,-0.74,1.05,1.25,-5.2,-5.31,11.38,2
-0.67,1.44,-0.1,11.96,3.9,-6.68,-0.58,-0.42,-0.29,3.92,7.3,1.67,-1.94,0.3,0.5,-16.43,10.8,1.61,2
-0.22,0.69,-0.85,29.54,-1.95,12.37,-0.88,-0.27,2.26,-10.24,7.79,-19.82,-0.89,0.15,-0.1,19.21,7.38,-10.59,2
0.83,-0.21,2.15,-79.35,-19.04,-42.81,0.32,0.18,1.06,13.68,-22.0,-5.66,0.61,1.49,0.35,-29.61,54.75,120.27,2
0.53,-1.71,3.05,-410.89,-83.99,-402.67,2.57,2.58,5.41,-86.41,30.25,-252.73,1.06,2.7,0.95,341.97,-32.17,-3.76,2
-0.22,-4.41,3.05,282.47,26.37,-23.28,1.22,3.18,17.41,238.29,-195.34,44.15,0.01,2.85,2.0,60.23,-133.24,-38.42,2
-0.07,-5.31,4.85,-21.24,4.88,80.73,-3.13,2.28,29.56,21.98,45.88,-1.75,0.31,4.5,0.95,105.15,36.68,36.28,2
0.38,-5.76,3.65,-28.57,29.3,43.13,-6.73,0.03,32.11,-71.77,1.44,86.14,1.06,4.8,0.95,-60.86,4.94,-67.72,2
-0.07,-4.56,4.55,-16.85,38.08,2.6,-7.33,-2.52,24.76,-4.87,23.9,-20.79,0.31,5.25,0.65,46.07,-23.87,-29.64,2
-0.67,-3.21,4.7,-58.84,-24.9,-194.18,-6.13,-4.02,15.91,37.12,-136.74,100.3,0.01,3.9,2.0,-28.64,51.82,120.27,2
-0.22,-3.21,3.95,11.96,-7.33,-9.61,-1.48,-1.92,7.66,-3.41,4.86,10.94,0.91,3.6,2.6,3.59,67.44,202.3,2
-1.12,-1.71,3.05,0.73,4.88,4.55,-1.03,-0.42,6.16,-11.22,-5.39,-5.17,1.06,3.3,2.15,-1.78,-3.36,-1.32,2
-2.17,-0.66,1.7,-6.6,-8.79,1.62,-1.63,-1.77,3.31,-13.17,2.91,-0.29,0.31,2.25,3.65,0.66,-0.43,5.03,2
-2.62,-0.21,1.7,13.42,-2.93,2.6,-1.63,-1.02,1.81,0.01,9.25,1.18,-0.74,0.6,2.0,-0.8,0.55,3.08,2
-1.27,-1.11,0.2,2.19,6.83,-3.26,-1.93,-0.72,0.16,5.38,15.6,4.6,-1.49,-0.15,1.25,2.61,-1.4,23.1,2
-1.57,-0.81,0.35,-13.43,-25.39,-22.79,-1.48,-1.47,-1.04,21.98,14.14,20.71,-2.69,-0.15,0.8,-11.06,-17.03,6.01,2
-1.72,0.84,-0.25,-74.95,19.04,-74.06,-2.08,-1.02,-1.19,-108.88,-15.65,-23.24,-2.39,-0.6,-0.1,148.12,-108.83,-195.16,2
-3.82,1.29,-2.2,-88.63,6.83,253.58,-2.53,-1.77,-4.34,-10.24,27.32,75.89,-1.64,1.2,1.7,82.2,1.53,-72.6,2
-2.77,1.89,-0.4,6.1,-3.91,115.88,-2.53,-1.32,-6.14,55.19,-35.67,60.26,-0.74,-0.45,0.8,79.27,34.24,20.17,2
-2.92,1.59,-0.7,-88.63,26.85,-5.21,1.22,-1.32,-6.59,63.49,-15.16,-85.25,-0.74,0.3,-0.25,90.5,31.8,28.96,2
-2.77,1.44,-2.35,-20.27,0.49,-159.51,0.32,-0.57,-5.09,3.43,16.58,-67.18,-0.44,-0.31,-0.1,28.0,12.76,56.79,2
-0.52,0.84,-1.45,47.6,-26.37,15.3,0.02,0.18,-2.84,-33.68,35.13,-12.01,-0.29,-0.15,-0.25,-0.32,-12.15,57.77,2
-1.12,0.24,-2.35,-9.52,2.93,-0.82,0.17,0.03,-2.54,-109.36,116.68,-27.63,-0.14,-0.6,-0.1,-196.61,87.46,292.14,2
-1.72,0.09,-0.7,0.24,4.39,2.11,0.62,0.78,-0.74,10.27,-1.0,-5.17,-0.44,-0.6,-1.15,7.5,0.06,11.87,2
-0.67,1.14,-0.85,-7.57,8.3,-2.28,0.02,1.23,0.31,-1.45,16.58,-7.12,-0.29,-0.15,-0.25,3.1,-11.66,5.03,2
-0.07,-0.21,-0.25,8.54,2.44,1.62,-0.58,0.03,1.66,-0.97,1.44,-10.54,-0.29,0.6,-0.7,22.63,3.48,3.57,2
-1.27,0.54,-0.25,-1.22,-1.47,1.14,0.17,1.08,0.46,4.41,-8.81,-2.73,-1.04,-0.45,1.25,8.96,-9.22,6.01,2
0.38,0.09,0.95,2.19,-3.91,1.14,0.02,0.18,-0.89,-3.89,-1.49,-3.7,-1.49,0.6,0.5,9.45,2.99,3.57,2
-1.12,1.14,-0.4,-7.08,-6.35,-15.47,1.37,0.33,0.46,7.34,4.86,-8.59,0.61,-0.6,0.35,-6.66,8.36,1.61,2
-0.07,2.49,-0.7,5.12,-5.37,8.95,0.77,-0.57,-0.44,-0.97,11.7,-0.29,-0.44,1.2,0.95,-2.76,-3.36,7.47,2
-1.57,-0.06,1.1,-0.74,3.9,-2.77,-1.48,0.33,0.46,-5.85,0.47,-4.19,-1.49,-0.45,0.5,0.66,-11.66,11.87,2
-0.52,0.09,-0.7,3.17,1.46,3.09,-0.88,0.48,0.31,-4.38,-5.39,-3.7,-0.44,0.15,-0.1,-9.11,-4.33,3.57,2
-1.27,-0.21,-1.0,8.05,-3.42,-3.75,-0.28,0.33,0.46,5.87,-1.98,4.11,-0.74,0.3,0.8,13.84,9.34,14.31,2
-1.57,-1.26,0.35,10.49,1.46,-6.68,0.32,-0.27,0.31,0.5,5.35,3.13,0.01,-0.45,-1.0,-3.25,4.94,5.03,2
0.98,0.24,-0.1,-13.43,-11.23,2.6,-0.58,0.33,0.46,-0.97,0.95,11.92,0.31,-0.6,0.35,7.98,-5.31,9.92,2
-0.22,-1.26,0.35,6.59,-0.0,-10.58,0.92,-0.42,0.46,-13.66,8.28,-2.24,-0.29,1.05,0.8,-5.2,-2.38,9.92,2
-0.22,0.69,0.35,1.22,1.95,-4.24,0.17,-0.72,0.91,4.89,-3.44,-1.75,-0.89,-0.6,-0.85,-5.69,-14.59,12.36,2
-1.57,0.24,0.8,4.64,-3.42,7.97,0.17,-0.42,0.16,1.48,-1.49,0.69,0.31,0.44,0.95,-7.15,14.22,1.61,2
-0.22,-0.51,-0.1,18.31,-9.28,-3.26,0.92,0.33,-0.29,5.38,1.93,5.57,0.61,-0.6,0.65,1.64,-1.4,7.47,2
-0.97,-0.21,0.2,-0.74,13.18,1.62,0.77,-1.32,-1.19,-1.45,-3.44,2.64,-0.89,-0.6,-0.25,-2.76,-8.73,9.92,2
0.98,0.69,0.8,5.61,-4.88,5.53,0.02,-0.27,-0.44,-6.34,-0.51,4.6,-0.14,-0.6,0.35,2.61,11.29,8.45,2
0.38,-0.66,1.4,2.68,-12.21,3.58,0.17,0.33,-0.74,9.29,-6.37,-2.24,0.01,-0.15,0.5,-5.69,0.55,9.43,2
-1.27,-0.66,0.2,-0.25,-14.16,-1.79,0.77,0.48,0.61,-8.29,-0.51,0.69,-0.29,-0.9,0.8,-1.78,-3.85,8.45,2
0.08,-0.51,-0.1,7.08,-2.44,5.53,0.17,1.08,1.21,10.27,1.44,-0.29,-0.14,0.74,0.65,-1.29,-9.22,6.5,2
-0.97,-0.21,0.95,11.96,-1.47,10.9,-0.28,0.78,0.16,-7.8,5.35,5.08,-0.29,-0.45,0.05,-3.73,-2.38,6.01,2
0.08,0.24,-0.4,-1.71,1.46,-2.77,-1.03,0.03,0.16,-12.2,5.35,4.11,-0.14,0.44,-0.4,-5.2,10.31,-0.34,2
-1.12,-0.06,0.35,-5.13,8.3,-6.19,0.02,-0.57,-0.44,1.96,3.88,-0.78,0.91,1.05,0.5,-4.71,-5.31,5.03,2
-0.52,0.54,0.2,8.54,-7.33,-3.75,-0.28,0.33,0.16,1.96,-3.44,-0.29,0.31,-0.31,0.95,4.57,11.29,5.03,2
-0.97,-2.16,-0.25,10.01,-4.4,-4.24,0.17,-0.42,-2.24,1.96,2.91,10.94,0.01,-0.15,0.5,-3.73,-4.33,1.61,2
-1.57,0.24,-0.85,-4.64,11.72,-7.65,-0.43,-0.57,1.06,0.01,-4.91,3.62,0.31,0.15,0.95,-5.69,6.9,3.08,2
0.08,1.14,-1.6,-4.15,-3.91,-3.75,1.22,-1.02,0.31,0.01,-4.42,-12.98,1.51,0.44,-0.4,-0.8,-4.82,4.06,2
-1.57,-0.51,-0.85,14.89,-2.44,-5.7,-1.63,-0.27,0.31,-4.38,-1.49,16.8,-0.44,-0.31,0.65,-5.2,4.94,5.03,2
-1.12,-0.51,-0.1,10.98,-8.3,-10.58,-0.43,-0.57,-0.44,7.34,3.88,-3.7,-0.89,-1.06,-0.1,-7.64,6.9,4.06,2
-0.07,0.84,0.2,4.64,4.39,3.09,-0.43,-0.27,-1.19,0.99,-3.44,8.5,-0.14,-0.31,0.35,1.64,12.27,8.45,2
2.48,-0.66,-2.95,56.39,17.58,29.46,2.57,0.78,-1.04,-10.73,2.42,-47.16,-0.89,-1.35,-0.4,19.7,0.06,-28.66,2
3.83,0.69,-4.75,-11.48,-2.44,-391.93,1.97,-2.07,-0.44,56.65,-75.22,234.09,-0.14,-0.31,0.35,85.62,-14.1,16.26,2
6.68,-0.06,-12.7,-31.99,0.49,33.85,1.97,0.18,-0.89,-35.14,24.39,-84.76,-0.89,0.15,1.7,-54.03,24.47,-14.5,2
2.18,0.24,-14.65,135.01,-39.06,-260.58,2.42,-1.77,-0.14,-8.78,-7.84,78.81,0.31,-1.35,0.95,-97.48,21.06,60.7,2
-2.32,0.24,-8.65,40.77,16.6,-166.83,1.52,-1.32,-0.14,112.8,-20.53,-100.38,-0.14,-1.06,-0.1,-35.47,-10.68,47.51,2
-2.77,-0.06,0.8,150.63,-175.78,-1425.13,-0.28,-1.47,-0.29,-113.27,-527.85,1017.23,-0.14,-0.31,0.95,554.86,-301.7,-1277.19,2
-2.02,1.14,1.85,2.68,-9.28,-0.82,-1.93,0.03,1.96,-3.41,-5.88,5.08,-0.14,0.74,0.95,11.4,-3.36,0.15,2
0.83,0.09,2.45,0.73,2.44,-0.33,0.77,0.93,0.31,6.85,-10.28,8.99,0.91,0.6,0.5,13.36,0.55,-12.06,2
1.58,0.09,1.4,13.91,-9.77,-8.14,0.32,1.23,1.06,8.31,-7.84,-3.22,2.11,1.05,0.05,-1.78,-5.8,14.31,2
2.48,0.54,1.7,41.26,-23.44,-27.67,0.92,1.83,1.96,-3.89,11.21,50.98,1.21,0.3,0.8,10.43,2.01,-11.08,2
0.38,-0.21,3.65,51.02,93.26,-141.44,-0.88,1.68,1.81,-20.5,-50.8,-49.6,1.06,0.44,-0.1,-66.72,-121.03,28.47,2
-0.67,-1.26,2.75,385.98,138.67,7.0,0.17,1.83,2.71,-137.68,73.22,444.05,-0.14,-1.06,-0.1,-87.23,151.92,212.55,2
-0.67,-0.06,1.1,3.17,-98.63,161.29,0.02,2.43,1.81,47.37,108.86,-329.39,-0.74,1.65,-0.25,251.15,-44.37,-353.37,2
