MagX1,MagY1,MagZ1,AccX1,AccY1,AccZ1,MagX2,MagY2,MagZ2,AccX2,AccY2,AccZ2,MagX3,MagY3,MagZ3,AccX3,AccY3,AccZ3,Class
-0.87,0.61,0.38,1.02,-5.84,-9.3,-0.44,-0.62,0.42,-1.01,-4.55,12.21,-0.7,-1.25,1.16,7.96,4.49,7.84,2
1.08,-0.29,-0.22,1.51,-2.42,5.83,-0.44,0.13,-1.08,-7.36,13.51,-6.35,0.35,-0.65,-0.49,10.4,4,8.32,2
-0.42,0.31,0.08,-7.28,10.27,-1,0.01,-0.32,-0.33,-9.8,3.75,-4.88,-0.25,0.25,0.41,-0.34,1.56,-3.39,2
0.03,-0.44,-0.82,-13.14,-3.4,-13.21,0.16,0.28,0.57,-3.45,-1.62,6.35,0.35,-1.4,-0.04,-9.62,8.4,11.25,2
0.03,0.61,-0.82,3.95,-9.75,-13.21,0.16,-1.22,-0.18,9.25,-5.04,3.91,-0.4,-0.35,-0.79,-14.5,1.56,-8.28,2
1.53,0.01,-0.22,1.02,0.02,1.44,0.61,-1.52,-0.48,5.83,-5.53,15.63,-0.85,0.7,0.26,3.08,-3.32,-11.7,2
-0.87,-0.14,0.08,-3.86,-15.12,-3.93,-0.44,0.43,-0.78,-1.5,-4.06,5.37,0.05,-0.2,1.16,1.12,14.25,-7.79,2
0.78,-0.14,0.08,-0.44,-0.96,-5.88,0.01,-0.32,-0.33,-3.45,5.7,-2.93,0.65,1.15,-0.79,2.59,-0.39,-4.86,2
0.78,-0.14,0.83,-5.32,-4.38,-4.42,0.16,1.48,-0.48,-3.45,11.56,-7.32,1.7,-0.2,-0.94,-1.32,4.98,-8.77,2
-0.27,-1.04,-0.52,10.79,7.34,-4.91,-0.89,-0.62,-0.33,-4.43,-5.53,21,-0.25,1,0.11,2.59,-7.72,-6.32,2
-0.42,-0.89,-1.57,-8.25,-3.89,3.39,-0.29,-0.02,1.32,3.39,-10.41,-16.6,0.35,0.1,-0.49,-6.2,-0.39,-3.39,2
0.37,1.03,-0.25,4.08,6.76,34.59,0.23,0.77,-0.26,-6.26,2.04,41.75,1.11,1.81,-2.14,42.76,-26.11,-68.89,2
-1.73,0.73,-0.55,-4.71,-2.52,-25.96,-0.22,0.02,-0.56,-18.96,-27.25,87.16,-0.24,0.46,-0.79,8.58,8.06,-0.05,2
-0.08,-0.17,-0.25,-2.76,4.8,-33.77,-0.52,-0.73,0.19,12.78,23.53,-130.61,-0.09,-0.44,-0.19,-42.2,21.74,64.41,2
-0.38,0.28,-1,17.75,26.29,153.73,0.68,-0.43,-0.26,-21.4,12.78,47.12,-0.69,-0.59,-0.49,62.78,-26.11,-94.77,2
0.82,0.28,-1,25.07,-26.45,-625.57,0.83,0.17,-0.41,35.24,-74.13,115.97,-0.09,0.01,0.11,-382.05,115.97,482.37,2
-3.08,1.63,-0.85,-39.87,35.56,-386.31,-0.52,-1.93,-0.56,38.66,109.46,-168.21,-0.24,-0.29,0.71,-142.79,-55.41,-91.84,2
-3.08,2.08,-1.15,15.31,15.55,-22.06,-2.47,-2.08,-1.16,8.88,0.09,27.59,0.96,-0.59,1.01,3.21,-10,-33.25,2
-5.78,2.23,-3.7,-10.57,17.99,-22.54,-1.57,-2.08,-0.41,11.32,9.86,-7.57,0.51,0.16,1.01,38.85,-12.93,31.2,2
-2.93,2.98,-4.6,-16.92,43.38,108.32,-0.22,-1.93,-1.46,13.76,1.55,78.86,1.56,0.31,1.61,-43.18,35.41,29.74,2
-1.43,0.88,-2.35,-7.64,24.82,-51.84,1.43,-1.48,-0.56,-3.33,45.5,-25.63,0.66,0.61,1.16,-68.57,23.69,27.3,2
0.97,0.43,-1.6,-15.94,74.63,381.75,0.83,0.17,1.09,175.87,-39.95,-428.95,0.06,-0.59,0.26,-144.74,113.05,-81.59,2
0.67,0.13,4.4,5.54,-11.8,-27.43,-2.47,0.47,2.29,-9.68,1.55,17.34,-0.09,1.36,0.11,-44.16,17.83,78.57,2
-0.68,-1.82,3.2,0.17,5.78,27.75,-0.82,0.17,3.04,-14.56,9.37,-73.97,-0.09,2.11,0.11,16.39,-11.47,-48.88,2
-2.33,-1.52,2.3,-13.01,23.85,79.02,-2.62,-0.73,2.44,8.39,-1.86,-15.87,0.96,0.91,-0.04,32.5,-20.26,-92.82,2
-2.33,-1.52,1.25,51.93,-52.81,-351.65,-1.72,-1.48,1.24,-10.66,-47.27,-54.44,-0.99,0.46,0.26,-110.07,28.08,30.23,2
-1.88,-0.62,-1.15,80.74,-15.22,-94.32,-0.97,-1.93,0.49,-90.73,33.29,-214.6,-0.24,0.16,1.76,105.75,-46.62,-314.5,2
-4.58,-3.17,-4.9,31.91,-1.54,-56.24,-2.77,-1.33,-0.41,12.78,-10.65,-24.17,-0.24,-0.59,2.21,71.08,-25.14,2.88,2
-2.03,-5.12,-5.65,-24.24,93.67,106.36,-0.52,-1.48,-0.56,-50.21,36.71,-50.53,0.36,-0.44,1.91,-48.55,-23.67,-67.92,2
0.82,-2.87,-6.1,3.1,-30.84,-97.25,-0.97,-2.23,-0.26,-8.21,-6.75,120.85,-2.04,0.31,0.56,-186.25,-12.93,248,2
3.82,-3.17,-2.95,232.1,49.24,-196.37,-0.52,-1.48,-0.56,-59.97,8.88,301.03,0.06,0.91,0.71,-17.79,-52.48,21.44,2
0.67,-0.62,-2.8,7.01,5.29,19.94,-1.12,-1.33,-1.91,-25.79,-381.75,1019.72,-0.69,-0.29,0.71,-1043.18,287.36,1071.67,2
-1.43,-0.32,-1.6,13.35,11.15,9.68,-0.97,-0.43,0.49,-26.77,17.18,-86.18,-0.39,-1.49,-0.19,3.21,12.95,-6.39,2
-0.68,0.43,0.35,-1.3,-3.01,-17.17,0.23,0.02,-0.56,-6.26,-11.63,4.64,-0.39,0.31,-0.64,-13.39,-1.7,9.72,2
-0.08,-0.92,-0.25,-2.27,-1.06,23.35,-1.12,0.17,-0.41,-7.24,-3.82,-1.71,-1.44,0.16,-0.04,14.93,-7.07,-17.14,2
-1.43,0.43,0.05,12.38,-3.01,-21.08,-0.22,0.32,0.94,-10.17,3.02,34.92,-0.39,0.01,-1.39,2.23,7.09,11.67,2
-0.98,-0.32,-1.15,9.93,-1.06,7.24,-0.37,-1.03,-1.16,11.81,4,-25.14,-0.69,-0.29,-0.04,-12.42,7.58,12.65,2
-0.68,0.13,0.05,-12.04,-2.52,16.52,-1.12,0.17,-1.16,-0.4,-3.82,5.13,0.96,-0.29,-0.04,5.16,-10,-10.3,2
-0.38,0.28,-0.55,-1.78,0.9,-10.83,-0.22,2.27,0.19,1.06,8.39,-8.54,0.06,-0.29,-0.64,-7.05,3.67,26.81,2
-0.38,-0.17,-0.55,6.03,8.71,16.52,-0.37,0.92,-0.41,-13.59,-4.31,-4.64,0.66,0.01,0.56,2.72,-3.17,-22.02,2
-0.38,-0.92,-1,7.01,-7.89,-27.92,0.23,0.02,0.19,-0.89,-2.35,2.2,-0.99,0.16,0.26,-12.91,1.72,35.11,2
-0.38,-0.47,0.65,-11.06,13.59,15.05,0.68,0.32,-0.56,6.92,1.55,-6.1,0.96,1.21,0.26,3.21,4.16,-14.7,2
-0.83,0.28,0.65,2.61,-6.92,7.24,0.38,-0.58,-1.16,9.85,-13.58,10.01,1.11,0.01,-0.19,-2.65,-1.21,-10.79,2
-0.23,-0.32,0.8,-14.97,1.87,4.8,1.43,0.02,0.19,18.64,10.34,-12.94,0.51,-1.34,-0.04,-13.39,-10.49,-3.46,2
0.22,-0.32,0.05,6.03,1.87,-5.45,-0.37,0.47,-0.86,-2.36,0.58,-5.61,-0.69,-0.59,0.71,4.67,9.04,-16.65,2
-0.68,-0.62,0.05,11.4,-5.94,6.75,0.68,-0.43,-0.56,1.55,3.51,19.29,-1.59,1.81,0.56,1.25,-3.65,-13.72,2
0.37,0.28,-1,11.4,0.9,-3.99,-0.52,0.32,0.19,-13.1,1.55,5.13,0.51,-1.34,0.26,7.11,3.18,-21.53,2
-0.08,0.28,0.95,1.15,9.69,-2.52,0.83,0.92,0.34,7.41,1.07,-15.87,0.36,-1.49,0.86,1.25,12.95,-3.95,2
-0.83,-0.47,-0.25,3.1,8.71,6.75,-0.82,0.17,-0.86,-5.28,1.07,6.6,0.06,0.16,1.01,4.67,-2.19,-7.86,2
0.22,-0.62,-0.4,7.49,-10.82,-4.97,0.23,0.02,0.94,-8.21,4.48,5.13,0.51,0.46,-0.49,5.16,15.39,8.74,2
-1.43,0.13,-0.85,-10.08,-2.52,-1.55,-0.22,0.32,0.49,-6.75,0.58,2.2,0.36,0.01,0.11,19.32,0.74,-10.79,2
-1.28,0.28,-0.55,5.54,1.87,7.73,-0.82,-0.58,-0.86,4.97,-2.35,-4.15,0.36,0.01,1.16,3.7,-1.7,-13.23,2
0.37,-0.47,0.2,7.01,3.83,-8.38,-0.52,-1.18,0.49,9.36,-4.31,-1.22,-0.39,0.61,1.16,8.09,-7.07,0.44,2
-0.83,-0.17,-0.55,-7.64,9.69,-9.36,-0.52,-0.43,0.49,4.97,8.39,3.18,-0.39,0.01,-0.94,1.25,-6.1,3.86,2
-0.23,-0.32,0.05,5.54,-1.54,-3.99,1.73,0.17,-0.11,3.02,10.83,0.25,-0.69,0.91,-0.04,6.63,-1.7,-18.6,2
0.67,-0.62,0.8,8.96,-5.45,1.87,-0.97,0.32,1.24,-9.19,4.97,-13.42,0.96,0.46,-0.04,2.23,3.18,5.32,2
-0.68,-0.32,-0.85,0.66,0.9,11.64,-0.97,0.77,-1.01,-3.33,5.95,5.62,0.06,-0.29,-0.49,8.09,-3.17,-7.86,2
-0.38,-1.22,-1,-2.27,5.29,0.41,0.08,0.47,0.34,5.95,1.07,1.71,0.06,0.91,0.26,-1.68,10.51,26.81,2
-0.38,-0.17,-1,-4.23,0.9,3.33,0.08,0.47,0.34,-8.7,6.44,-2.19,0.06,-0.29,1.01,6.14,-3.17,-14.21,2
-0.83,-0.17,0.2,3.59,-2.03,-1.55,0.38,-1.03,1.54,-7.24,-13.58,20.27,-0.39,0.61,0.56,-9.98,5.62,-1.02,2
-1.43,-0.32,0.35,8.96,-8.87,-2.52,0.83,-0.58,0.34,-3.82,8.39,-1.71,-0.39,1.36,0.56,-7.05,1.72,-8.84,2
-1.04,-0.59,0.12,2.37,-6.78,-28.3,-0.88,-0.32,-0.85,-4.28,2.81,9.31,-0.86,0.85,0.64,-4.28,1.7,14.21,2
-0.59,-0.29,0.12,10.18,-5.8,-20,0.77,0.88,-1.9,-20.88,11.11,30.3,0.19,-0.05,-0.26,-14.05,19.28,102.59,2
0.91,-0.14,-0.93,-21.56,-32.66,48.84,-1.03,-0.02,-1.45,-29.67,82.89,-246.55,-1.01,-0.05,-0.71,-16.49,40.27,127.01,2
-1.04,0.16,-1.08,-112.38,-104.93,-115.71,0.32,0.13,-1.6,72.38,-146.11,676.3,0.34,-1.4,-0.11,-59.94,29.53,90.87,2
-0.14,1.36,-3.48,101,48.88,-18.54,0.17,2.53,-5.2,0.12,-132.44,977.57,-0.11,-0.95,-0.86,-329.48,167.23,835.99,2
-0.74,2.26,-2.13,-3,13.24,-16.1,0.62,3.28,-9.4,-10.63,14.04,34.7,-0.26,-2.6,0.49,-22.35,9.51,29.84,2
-3.29,3.46,0.27,17.99,18.12,45.91,-1.48,2.23,-14.35,5.97,24.3,31.28,-2.36,-2.15,3.49,2.07,-5.63,-44.87,2
-2.09,3.76,0.27,17.5,-6.78,-122.54,-3.13,-1.97,-15.85,-17.46,39.43,37.63,-1.61,-2.45,5.44,9.88,17.32,96.25,2
-3.29,3.01,-0.48,46.31,22.03,-93.25,-5.83,-3.02,-8.95,26.97,41.87,-61.01,-2.21,-2,4.09,5,5.61,-6.78,2
-4.49,1.51,1.02,-25.95,206.6,-168.44,-5.08,-3.02,-6.7,-99.49,158.57,52.76,-1.76,0.55,6.34,65.06,-27.11,76.71,2
-3.14,-0.59,2.07,-6.42,-8.25,20.52,-2.53,-4.07,1.85,-531.13,495,-2588.35,-1.61,1.15,1.69,-1586.8,1000.72,1073.23,2
-1.19,-1.19,1.77,5.79,-3.85,-86.41,-0.88,-1.37,4.1,-17.46,-21.6,85.97,0.79,3.4,3.49,-20.88,9.02,28.37,2
-0.59,-1.49,2.37,3.83,-29.73,-102.52,0.62,-1.22,3.2,-34.55,105.35,-322.72,0.79,1.15,2.14,-59.94,12.44,104.55,2
1.66,-1.64,1.02,-62.57,-41.94,-4.38,0.77,-0.32,1.85,-9.16,16.48,244.66,0.79,2.2,0.64,-6.23,60.78,336.48,2
0.31,0.46,1.62,-424.88,247.13,552.75,0.92,0.28,-0.25,43.57,12.09,95.24,0.79,1.9,1.39,-585.82,276.11,1073.23,2
0.46,0.76,0.27,39.48,-4.34,-146.96,0.02,0.43,0.35,-2.81,40.9,22,-0.86,0.4,1.69,-50.67,20.74,36.19,2
0.91,0.76,1.02,5.3,17.15,-131.33,0.17,-0.77,1.7,95.82,-39.18,-128.39,1.39,1.3,4.54,29.9,2.19,158.26,2
1.06,-0.29,1.32,5.79,27.4,-147.93,0.32,-1.07,2.3,119.74,-133.91,257.35,-0.26,0.55,4.09,143.18,-18.32,-144.97,2
-0.74,-0.14,-0.18,-178.3,117.73,-8.29,-0.88,-0.62,0.35,25.02,-66.04,479.03,1.54,-0.95,2.89,-3.79,-6.11,46.93,2
-0.74,-0.44,1.47,80.49,4.94,-23.91,-1.63,-1.07,-0.4,-163.95,-396.11,1019.01,0.19,-0.8,1.09,759.39,-175.55,-1944.28,2
-0.14,1.36,1.32,-8.86,-9.71,13.2,-0.88,-1.07,-0.1,-7.7,-1.58,-37.08,-0.56,0.25,1.09,10.37,-8.55,5.91,2
0.31,-1.04,0.12,6.27,1.03,-4.38,0.32,0.43,-0.85,-10.14,-1.1,18.58,0.19,0.55,0.04,9.88,-2.21,-6.29,2
1.06,0.16,1.32,-8.37,2.5,8.8,0.77,-1.07,0.8,-4.77,3.79,19.07,-0.56,0.55,-1.01,26.48,1.21,-19.48,2
-0.59,-0.59,1.32,-3.98,-7.76,-5.84,-0.43,-0.32,-0.1,2.07,8.18,-24.38,-0.26,0.25,-1.01,5.97,-1.72,5.91,2
-0.44,-0.14,-0.18,5.79,-0.43,0.99,0.02,-0.32,0.8,-7.21,-6.47,-0.46,0.19,-0.05,-0.71,-1.84,11.46,10.31,2
0.61,0.16,0.12,15.06,-9.71,1.48,0.77,1.33,-0.85,-0.86,8.67,1.49,0.34,-0.65,-0.56,-16.49,4.14,-11.18,2
-0.74,-0.89,-0.93,-4.96,-8.25,-4.87,0.32,0.13,-0.4,-18.44,-0.61,-14.62,0.19,-0.5,-0.26,-7.7,7.07,9.82,2
-0.14,0.16,0.12,12.13,-3.85,-8.77,0.02,0.13,-0.1,2.07,-6.47,4.42,-0.56,0.55,0.49,3.04,-6.6,11.28,2
0.31,-0.59,-1.08,-3,-4.83,7.34,0.77,0.88,1.1,9.39,13.06,-10.22,-0.56,-0.5,-0.26,-5.74,-0.74,-12.64,2
1.51,0.16,-0.33,-2.03,9.82,8.8,-0.43,-0.62,-0.85,2.07,11.11,-4.85,-2.06,0.4,0.64,14.76,1.7,-19.48,2
0.01,-0.44,-0.48,-10.82,4.45,0.5,0.17,-0.02,0.2,1.58,-11.35,-28.29,0.94,-0.8,-0.71,-2.82,17.32,16.17,2
0.46,-0.14,-0.48,3.34,0.06,0.99,-0.58,1.03,0.2,15.25,-3.54,-1.92,0.49,-0.5,-0.26,13.79,1.7,1.52,2
-0.44,-1.64,0.27,10.18,15.19,-1.45,0.77,-0.32,-0.4,-1.35,11.6,-14.62,-0.26,0.55,0.79,0.11,-0.74,-5.32,2
0.46,-0.44,-0.48,-11.79,-4.83,-2.91,-0.28,0.28,-0.25,-5.26,-2.56,20.54,-0.41,-0.95,-0.11,-4.28,-7.58,11.28,2
0.61,-0.29,-0.78,0.42,1.52,-0.96,-0.28,-0.47,0.5,-6.23,0.86,-13.15,1.09,0.85,-0.56,8.42,0.23,0.54,2
-1.04,-0.29,-0.78,-2.03,-0.92,3.92,1.22,1.63,-1.15,14.76,-1.58,13.21,0.34,0.4,0.64,0.11,-2.21,2.98,2
0.01,0.31,0.72,3.83,11.77,2.95,0.32,0.13,-0.1,0.6,-1.58,-2.9,0.19,-0.05,0.49,5.97,-2.7,2.5,2
0.01,-0.44,1.02,2.86,-3.36,-5.84,0.32,0.13,0.8,2.07,-6.95,4.91,0.49,-0.8,-0.26,-2.82,-0.74,6.4,2
-1.19,0.31,0.72,11.16,-13.13,2.46,0.17,-0.02,-0.25,0.12,8.67,-6.32,0.19,-0.05,0.49,5.49,4.63,-2.39,2
-0.14,-0.29,-0.78,-4.96,5.43,21.01,0.77,-1.07,-0.4,7.93,3.3,0.03,-0.86,0.1,-0.11,11.83,0.72,1.03,2
-0.59,0.16,1.62,1.39,-7.76,-14.14,0.17,-0.47,-0.55,-1.84,7.21,-3.39,0.34,0.85,0.64,0.11,9.51,4.45,2
-0.14,-1.04,0.12,7.74,3.47,12.22,0.32,0.88,0.35,4.51,-0.61,-10.22,-0.11,-0.65,-0.56,13.79,2.19,10.8,2
-0.14,-0.29,-0.33,9.69,8.84,19.06,0.62,-0.02,-0.25,15.74,-6.95,1.49,0.49,0.25,0.04,5,2.68,8.35,2
0.01,-0.14,-0.18,-2.03,4.45,0.5,-0.58,-0.02,-1,-9.16,-4.51,3.45,0.49,1.3,1.09,-16.49,5.61,2.98,2
-0.14,0.46,0.42,2.86,-1.9,-9.26,-0.28,0.73,-0.25,-0.37,4.76,-16.57,0.79,-0.35,-0.11,-8.19,-12.46,-10.2,2
0.01,-0.14,0.72,10.67,0.06,-0.96,-0.58,-0.47,-1,5,0.37,-2.9,-0.41,0.1,-0.11,6.46,-3.67,-12.15,2
0.01,1.81,-1.38,4.81,7.87,-17.07,0.92,-0.47,-0.25,-2.81,-4.51,9.8,0.49,-1.25,-1.01,14.27,13.91,8.35,2
-0.44,-0.44,0.27,-3.98,8.84,18.57,0.62,-0.47,-0.25,-2.33,16.97,-10.22,0.49,0.25,0.04,5,4.63,-3.85,2
-0.59,0.91,-0.33,-5.44,8.36,2.95,0.62,0.28,0.95,7.44,-5.98,25.91,0.19,0.25,0.49,3.53,2.19,-5.32,2
-0.74,-1.64,0.27,1.88,1.03,-9.75,-0.58,-0.47,0.2,6.95,14.04,-10.71,-0.26,-0.8,-0.71,-15.02,5.61,15.19,2
-21.9,46.35,55.2,-7.32,111.33,995.61,-12.45,-13.2,72.45,-3.91,-240.23,986.82,20.7,-6.45,73.5,-429.69,148.44,959.96,2
-20.55,46.35,55.65,-5.86,109.37,1050.78,-11.25,-12.75,72.15,-10.25,-231.93,987.3,20.25,-5.4,73.2,-392.09,143.07,897.95,2
-21.15,46.65,55.8,-0.49,91.8,958.5,-12.3,-12.9,72.75,1.95,-207.03,949.22,19.35,-7.05,73.65,-451.66,172.85,980.47,2
-21.9,46.35,55.2,-20.51,104.98,1058.11,-12.3,-12.6,72,-5.37,-216.8,899.41,20.7,-6.45,73.95,-414.55,139.16,918.95,2
-21.15,46.2,55.5,-9.28,107.91,1016.6,-12.45,-13.2,73.35,-3.42,-244.14,1043.46,20.1,-6,72.6,-387.21,138.18,854.98,2
-21,47.25,54.9,-6.84,68.36,884.28,-12.45,-12.75,72.9,-15.62,-189.94,802.73,21.9,-6.45,72.75,-491.21,180.66,1057.62,2
-21,45.3,55.2,29.3,149.9,1336.43,-11.25,-12.75,73.35,-17.58,-250,1120.12,21.3,-6.3,72.9,-315.92,136.23,733.4,2
-21.45,45.3,54.9,-78.12,132.81,1057.13,-10.5,-10.8,72.45,-116.7,-221.19,1621.58,22.8,-5.55,74.85,-320.8,125,997.56,2
-20.55,46.8,56.4,8.3,125,1080.08,-11.55,-9.6,73.8,3.42,-229.49,996.58,22.8,-4.8,73.65,-391.11,147.46,896.48,2
-19.35,46.35,56.85,13.67,148.44,1060.06,-9.6,-9,70.65,22.95,-184.08,913.09,22.05,-5.25,75.6,-376.95,153.81,902.34,2
-18.75,45.9,57,-25.39,136.23,854.49,-5.4,-8.1,74.25,-21.97,-202.15,1051.27,22.65,-4.65,75.75,-472.17,187.99,1015.14,2
-19.05,46.65,56.25,-5.86,109.86,891.6,-7.2,-9.75,74.4,31.25,-245.12,996.58,22.2,-3.6,76.5,-327.64,113.77,919.43,2
-19.95,45.9,57.45,-15.62,156.25,900.39,-8.25,-11.85,76.2,-44.43,-233.4,1013.18,22.8,-1.95,77.7,-401.37,125.98,962.4,2
-21,45.6,59.55,-431.64,-161.62,-550.78,-10.2,-12.6,76.5,-111.33,-570.31,1999.94,20.7,-4.65,75.3,-480.96,33.69,981.45,2
-22.65,44.4,60,4.39,91.8,1028.32,-15.15,-14.1,76.2,-9.77,-240.23,1032.23,22.5,-3.75,74.85,-423.34,154.3,942.87,2
-24.15,43.5,61.35,-17.09,94.24,956.05,-16.95,-14.25,78.3,-10.74,-206.54,866.21,19.65,-4.8,77.4,-413.57,153.81,922.36,2
-26.25,45.45,58.65,-22.46,105.96,1095.7,-15.6,-14.85,75.75,0,-188.48,788.09,18.3,-3.9,76.8,-310.06,138.18,769.53,2
